Lot_Wafer_ID,Step1_EQ1,Step1_R1,Step1_R2,Step1_R3,Step1_D1,Step2_EQ1,Step2_R1,Step2_D1,Step3_EQ1,Step3_EQ2,Step3_EQ3,Step3_R1,Step3_R2,Step3_R3,Step3_D1,Step3_D2,Step4_EQ1,Step4_R1,Step4_R2,Step4_R3,Step4_D1,Step4_D2,Step4_D3,Step5_EQ1,Step5_EQ2,Step5_R1,Step5_R2,Step5_R3,Step5_D1,Step5_D2,Step5_D3,Step6_EQ1,Step6_EQ2,Step6_EQ3,Step6_R1,Step6_R2,Step6_R3,Step6_D1,Step6_D2,Step7_EQ1,Step7_R1,Step7_R2,Step7_D1,Step8_EQ1,Step8_R1,Step8_R2,Step8_D1,Step9_EQ1,Step9_EQ2,Step9_R1,Step9_R2,Step9_R3,Step9_D1,Step9_D2,Step9_D3,Step10_EQ1,Step10_EQ2,Step10_EQ3,Step10_R1,Step10_R2,Step10_D1,Step10_D2,Step10_D3,Step11_EQ1,Step11_EQ2,Step11_R1,Step11_D1,Step11_D2,Step12_EQ1,Step12_R1,Step12_R2,Step12_D1,Step13_EQ1,Step13_R1,Step13_R2,Step13_R3,Step13_D1,Step13_D2,Step13_D3,Step14_EQ1,Step14_R1,Step14_R2,Step14_D1,Step14_D2,Step15_EQ1,Step15_R1,Step15_R2,Step15_D1,Step15_D2,Step15_D3,Step16_EQ1,Step16_EQ2,Step16_R1,Step16_D1,Step16_D2,Step17_EQ1,Step17_EQ2,Step17_EQ3,Step17_R1,Step17_D1,Step17_D2,Step17_D3,Step18_EQ1,Step18_R1,Step18_R2,Step18_R3,Step18_D1,Step18_D2,Step19_EQ1,Step19_EQ2,Step19_R1,Step19_D1,Step19_D2,Step20_EQ1,Step20_EQ2,Step20_EQ3,Step20_R1,Step20_D1,Step20_D2,Step21_EQ1,Step21_EQ2,Step21_EQ3,Step21_R1,Step21_R2,Step21_D1,Step22_EQ1,Step22_EQ2,Step22_R1,Step22_R2,Step22_R3,Step22_D1,Step23_EQ1,Step23_R1,Step23_R2,Step23_D1,Step24_EQ1,Step24_R1,Step24_R2,Step24_D1,Step25_EQ1,Step25_R1,Step25_D1,Step26_EQ1,Step26_EQ2,Step26_R1,Step26_R2,Step26_R3,Step26_D1,Step26_D2,Step26_D3,Step27_EQ1,Step27_R1,Step27_R2,Step27_R3,Step27_D1,Step27_D2,Step28_EQ1,Step28_EQ2,Step28_R1,Step28_R2,Step28_R3,Step28_D1,Step28_D2,Step29_EQ1,Step29_R1,Step29_R2,Step29_R3,Step29_D1,Step29_D2,Step30_EQ1,Step30_EQ2,Step30_R1,Step30_R2,Step30_R3,Step30_D1,Step30_D2,Step30_D3,Y,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
L001W11,Model2_EQB_CH2,1333.465365,,2504.017468,7,Model1_EQE_CH2,894.2355555,11,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,2222.483062,148.7543245,2749.516584,,10,Model1_EQB_CH1,,,2250.145251,10,18,,Model2_EQD_CH1,Model2_EQD_CH4,2156.520288,,3086.408884,,,,Model2_EQC_CH1,Model2_EQC_CH2,Model2_EQC_CH3,,608.9232252,151.0269094,,12,Model1_EQD_CH1,2052.895163,,8,Model1_EQD_CH4,1738.318011,907.6094328,,Model2_EQA_CH2,Model2_EQE_CH2,2711.00064,2272.717117,2283.243196,8,12,,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,,,,8,6,Model1_EQC_CH4,Model2_EQE_CH4,2780.185952,,9,Model1_EQD_CH2,,1543.962052,10,Model1_EQB_CH1,,,2778.053267,9,15,,Model1_EQB_CH1,,2008.30917,,9,Model1_EQC_CH1,1867.843713,,10,,,Model1_EQB_CH3,Model1_EQC_CH3,1055.338099,,6,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,,10,13,,Model1_EQE_CH3,1562.885536,,137.4897233,,7,Model1_EQB_CH3,Model1_EQA_CH2,1856.649009,10,10,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,3023.909588,,10,Model1_EQA_CH1,Model2_EQB_CH4,Model1_EQE_CH2,,1901.425309,,Model1_EQE_CH2,Model1_EQB_CH4,,706.6721075,1474.832207,,Model2_EQC_CH2,,1750.82728,,Model2_EQD_CH2,1703.465764,,8,Model2_EQD_CH3,,11,Model2_EQC_CH4,Model1_EQC_CH1,,,,,12,,Model1_EQE_CH3,328.9864595,,,17,13,Model2_EQE_CH1,Model1_EQC_CH2,999.5654848,956.0838753,344.8775049,8,10,Model1_EQE_CH1,,,,14,8,Model1_EQB_CH2,Model2_EQD_CH4,,2919.573424,1374.265422,10,14,14,86.9,3.7,2.2,2.8,1.8,2.6,56,275,108,81,133
L001W12,Model2_EQB_CH2,1463.522213,986.3290639,2329.399161,,Model1_EQE_CH2,,,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,1947.333044,,2662.125666,,,Model2_EQD_CH4,,1223.845038,,4,,,Model2_EQD_CH1,Model2_EQD_CH4,1661.832473,1487.778442,2637.875904,11,,8,Model2_EQA_CH3,Model1_EQD_CH4,Model2_EQC_CH3,1500.383121,650.5276899,145.7979878,,10,Model1_EQD_CH1,2365.864477,,5,Model2_EQB_CH4,1528.211382,,,Model2_EQA_CH2,Model2_EQE_CH2,2817.030301,1587.256101,2442.524706,,11,10,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,2328.856972,,,10,,Model1_EQB_CH4,Model2_EQC_CH4,2964.917,,,Model2_EQE_CH2,1683.919417,,5,Model1_EQB_CH1,2128.506356,387.2851128,,,,14,Model1_EQB_CH1,1013.719324,,,,Model1_EQC_CH1,,409.6997101,,15,8,Model1_EQB_CH3,Model1_EQC_CH3,,,,Model2_EQD_CH2,Model1_EQA_CH2,Model1_EQC_CH4,,9,,11,Model1_EQE_CH3,1713.183942,1475.119338,116.813387,,,Model1_EQA_CH3,Model1_EQA_CH2,1703.716065,,,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,3107.311185,7,,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,,,15,Model2_EQA_CH2,Model1_EQB_CH4,,705.287193,,,Model2_EQA_CH4,798.5536146,1691.23763,9,Model2_EQD_CH2,,82.44001458,6,Model2_EQD_CH3,120.0412242,10,Model2_EQC_CH4,Model1_EQC_CH1,1241.056043,1331.654759,1226.013896,,,8,Model2_EQB_CH1,,2195.16319,1966.750153,9,,Model2_EQA_CH4,Model1_EQE_CH2,1128.682017,,390.8116259,,11,Model1_EQB_CH4,1541.901069,,2526.979245,,,Model1_EQB_CH2,Model2_EQD_CH4,,2350.285192,,14,,10,85,2.8,1.8,0.8,1.4,8.2,53,306,136,82,161
L001W13,Model2_EQB_CH2,,,,,Model1_EQE_CH2,2570.441422,5,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,167.7230072,2629.247721,10,,Model2_EQD_CH4,2290.706324,1343.230095,2489.586218,,,,Model2_EQD_CH1,Model2_EQD_CH4,,1633.95942,,,,,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,,662.3703909,152.9549595,,,Model1_EQD_CH1,2131.806013,601.0420879,14,Model2_EQB_CH4,1706.861618,894.1750746,11,Model2_EQA_CH2,Model2_EQE_CH2,2750.85503,,,9,10,7,Model1_EQD_CH1,Model1_EQC_CH1,Model2_EQD_CH1,2121.640892,,,,8,Model2_EQE_CH1,Model2_EQC_CH4,,,,Model1_EQC_CH2,,1447.000966,,Model1_EQB_CH1,,378.3394305,,,,4,Model1_EQB_CH1,,,10,7,Model1_EQC_CH1,2188.64427,,,,5,Model1_EQA_CH1,Model1_EQC_CH3,,11,9,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,2075.376935,,,,Model1_EQE_CH3,1442.412668,,120.7515867,,,Model1_EQC_CH3,Model1_EQA_CH2,2643.616327,10,,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,,8,10,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,,7579.224326,12,Model2_EQA_CH2,Model1_EQA_CH1,339.1476263,718.2483947,1451.178927,,Model2_EQB_CH4,,1849.674777,12,Model2_EQD_CH2,1542.823989,,5,Model2_EQD_CH3,,13,Model2_EQC_CH4,Model1_EQC_CH1,,1015.739421,963.8581046,6,10,,Model2_EQB_CH1,323.7898685,2112.09092,,,,Model1_EQE_CH1,Model1_EQE_CH2,,,398.9334489,13,9,Model1_EQE_CH1,1265.261638,,,,,Model1_EQB_CH2,Model2_EQD_CH4,,2291.379951,1458.948293,,,,81.1,2.1,1.1,8,4.3,3.4,43,267,113,81,145
L001W14,Model2_EQB_CH2,1474.954474,,2489.163697,,Model1_EQE_CH2,883.079056,,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,2064.304774,133.5978709,,,,Model2_EQD_CH4,,1162.222362,2502.04198,7,,,Model2_EQD_CH1,Model2_EQD_CH4,,2293.932774,2481.633023,21,,,Model2_EQC_CH1,Model2_EQD_CH1,Model2_EQC_CH3,1608.551436,653.4351922,161.778551,9,12,Model1_EQD_CH1,,,15,Model2_EQB_CH4,1889.917155,1002.874551,16,Model2_EQE_CH3,Model2_EQE_CH2,,,,17,14,11,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,2599.848285,860.3114591,,10,18,Model2_EQE_CH1,Model2_EQE_CH2,2991.872757,14,,Model1_EQD_CH2,2259.401721,,15,Model1_EQB_CH1,,406.470603,3268.302125,8,,14,Model1_EQB_CH1,1064.628088,2744.819649,17,,Model1_EQC_CH1,,472.3270151,12,5,10,Model1_EQB_CH3,Model1_EQC_CH3,1187.653839,,10,Model1_EQD_CH2,Model1_EQD_CH4,Model1_EQC_CH4,,,5,9,Model1_EQE_CH3,1539.116506,1498.324998,115.8193557,16,11,Model1_EQC_CH4,Model1_EQA_CH2,2206.324782,,,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,2259.041385,,,Model2_EQE_CH2,Model2_EQA_CH3,Model1_EQE_CH2,2744.006686,,22,Model2_EQA_CH2,Model1_EQB_CH4,319.3874336,621.3917579,1373.416326,,Model2_EQD_CH3,,,4,Model2_EQD_CH2,1849.479733,,10,Model2_EQD_CH3,,8,Model2_EQC_CH4,Model1_EQC_CH1,1057.797644,,837.5456405,9,10,,Model2_EQB_CH1,307.6888312,,2049.808438,12,,Model2_EQA_CH4,Model1_EQE_CH2,1094.410006,-923.3779838,444.3536355,,,Model1_EQE_CH1,1468.275995,2321.750846,2268.09386,,10,Model1_EQE_CH3,Model1_EQE_CH3,2610.183838,2322.039237,1481.491888,,,8,91,2.1,1.4,1.5,1.3,2.7,49,308,113,81,150
L001W15,Model2_EQB_CH2,1293.071629,900.7865048,2381.258154,13,Model1_EQE_CH2,,11,Model1_EQE_CH4,Model2_EQB_CH1,Model1_EQE_CH1,,,,12,,Model2_EQD_CH4,,1114.889226,2199.440175,13,,7,Model2_EQD_CH1,Model2_EQD_CH4,1798.126555,,3737.360595,8,5,11,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,1331.50898,797.876429,143.4417172,,10,Model1_EQB_CH4,2537.59184,,,Model2_EQB_CH4,1510.32075,,,Model2_EQA_CH2,Model2_EQE_CH2,2995.374192,2190.275582,,,,,Model1_EQC_CH3,Model1_EQB_CH4,Model2_EQD_CH1,2577.550722,,8,,4,Model2_EQE_CH1,Model2_EQC_CH4,2911.016194,6,10,Model1_EQD_CH2,2319.518318,,6,Model1_EQD_CH1,,408.0193779,,,,,Model1_EQB_CH1,,,,13,Model1_EQC_CH1,1665.300077,,,,,Model2_EQA_CH2,Model1_EQB_CH4,1267.923858,,10,Model2_EQD_CH2,Model1_EQA_CH3,Model1_EQC_CH4,,,,15,Model1_EQE_CH3,1453.13546,1531.665744,114.5630274,,8,Model1_EQC_CH3,Model1_EQA_CH3,1891.129033,,8,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,2933.905533,,11,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,2216.594086,,,Model2_EQA_CH2,Model1_EQA_CH2,300.3885193,668.014661,1170.851237,,Model2_EQA_CH4,,,,Model2_EQD_CH2,,75.78267035,12,Model2_EQD_CH3,117.9638252,8,Model2_EQB_CH3,Model2_EQC_CH3,1078.04696,1161.547552,,19,10,9,Model2_EQB_CH1,,2029.857266,2302.227325,,,Model2_EQA_CH4,Model1_EQE_CH2,,850.6072731,354.0255465,5,,Model2_EQD_CH3,1303.880138,1776.355258,2184.297209,12,,Model1_EQB_CH2,Model1_EQD_CH3,,2379.997107,,,,,54.1,27.1,0.8,2.5,3.2,12.3,47,320,110,86,155
L001W16,Model1_EQD_CH3,,913.4843584,2338.986392,8,Model1_EQE_CH2,908.258552,,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,128.4790372,2456.149254,,,Model1_EQD_CH4,2524.062385,,,,10,,Model2_EQD_CH1,Model2_EQD_CH4,,1551.091958,2763.098089,11,,,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,,808.7768973,,,11,Model1_EQD_CH1,,,5,Model2_EQB_CH4,2024.898159,970.0218851,12,Model2_EQA_CH2,Model2_EQE_CH2,2671.292039,2517.244904,,,,13,Model1_EQC_CH3,Model1_EQA_CH3,Model2_EQD_CH1,,974.842506,,10,8,Model2_EQA_CH2,Model2_EQC_CH4,2962.970214,9,,Model1_EQD_CH2,2438.680669,,,Model2_EQB_CH4,,,,,11,,Model1_EQB_CH1,960.0576666,,10,9,Model1_EQC_CH1,,490.9626783,,,16,Model2_EQA_CH3,Model1_EQC_CH3,,,,Model1_EQA_CH4,Model1_EQE_CH4,Model1_EQC_CH4,,7,,10,Model1_EQE_CH3,1702.712338,1628.118454,,,,Model1_EQA_CH4,Model1_EQA_CH2,2361.657341,6,,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,,,8,Model1_EQC_CH4,Model2_EQB_CH4,Model2_EQB_CH1,,1870.116709,10,Model2_EQA_CH2,Model2_EQD_CH2,284.8950181,715.334091,,,Model2_EQA_CH4,875.6656127,1329.131147,,Model2_EQD_CH2,1477.998293,87.25731062,,Model2_EQD_CH3,,,Model2_EQC_CH4,Model1_EQC_CH1,,,,9,,,Model2_EQB_CH1,312.8151978,,2132.155263,,,Model2_EQA_CH4,Model1_EQE_CH2,1146.183308,868.7430888,,9,9,Model1_EQE_CH1,1466.81593,2058.700817,2638.304007,,10,Model1_EQB_CH2,Model2_EQD_CH4,3336.60775,,,11,7,,87.1,2.5,1,5.2,1.7,2.5,54,292,110,91,136
L001W17,Model2_EQB_CH2,1515.811007,,2383.579051,,Model1_EQE_CH2,897.4489139,15,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQC_CH1,,,2360.470941,,9,Model2_EQD_CH4,2408.3772,,2653.025772,17,10,,Model2_EQD_CH1,Model2_EQD_CH4,,,2994.509952,14,,7,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,1402.159284,,133.7655643,13,9,Model1_EQB_CH1,2851.036752,560.4856834,4,Model2_EQB_CH4,1864.256661,907.7065505,,Model2_EQA_CH2,Model2_EQE_CH2,,1979.187836,,,9,,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,2341.669419,726.7400837,,9,,Model2_EQE_CH1,Model2_EQC_CH4,,,7,Model1_EQD_CH2,2097.049843,1473.004404,,Model1_EQB_CH1,1706.038283,,,13,,,Model1_EQB_CH1,937.0737416,,9,,Model1_EQA_CH3,,,11,,15,Model1_EQB_CH3,Model1_EQC_CH3,1072.524864,,9,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,,8,,17,Model2_EQC_CH1,1283.51917,,105.3745201,,,Model1_EQC_CH3,Model1_EQA_CH2,1712.924154,,,Model2_EQE_CH4,Model1_EQC_CH4,Model1_EQA_CH3,2458.484282,11,6,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,,1709.452117,16,Model2_EQA_CH2,Model1_EQB_CH4,262.1691452,631.2851289,1533.03713,,Model1_EQD_CH3,,2029.693483,11,Model2_EQD_CH2,1734.862311,63.0379919,,Model2_EQD_CH3,,,Model2_EQD_CH2,Model1_EQC_CH1,1074.212947,1175.8223,,,7,,Model2_EQB_CH1,307.1271533,,2039.81465,15,10,Model2_EQA_CH4,Model1_EQE_CH2,985.005886,708.3193934,367.2889742,13,14,Model1_EQE_CH1,1405.155084,,2736.872118,11,9,Model1_EQB_CH2,Model2_EQD_CH2,2810.024394,2181.268964,1234.343789,,,,77.3,10.2,2.2,5.7,2.9,1.7,51,315,109,83,167
L001W18,Model2_EQB_CH2,,933.0907861,,,Model1_EQE_CH2,1071.919328,,Model2_EQD_CH2,Model2_EQB_CH1,Model2_EQA_CH3,,146.6909804,2379.560222,13,,Model2_EQD_CH4,2510.820789,1400.301324,2509.022818,,,9,Model2_EQD_CH1,Model2_EQD_CH4,1699.472352,1561.750487,2473.781329,10,,9,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,1473.444185,,134.316419,10,12,Model1_EQD_CH1,,,7,Model2_EQB_CH4,,,,Model2_EQA_CH2,Model2_EQE_CH2,,2076.001537,,,9,6,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,2386.290274,939.5549416,7,,,Model1_EQC_CH4,Model2_EQC_CH4,2783.220006,,,Model1_EQD_CH2,2281.939067,1367.966796,6,Model1_EQB_CH1,,,3257.903015,14,,13,Model1_EQC_CH3,,,8,,Model1_EQC_CH1,,447.2905216,,,15,Model1_EQB_CH3,Model1_EQC_CH3,,,,Model2_EQD_CH2,Model1_EQC_CH3,Model1_EQC_CH4,,16,9,8,Model1_EQE_CH3,1693.941147,1646.111257,,9,8,Model1_EQC_CH3,Model1_EQE_CH2,,14,7,Model1_EQD_CH2,Model1_EQC_CH4,Model1_EQA_CH3,2640.956189,5,9,Model1_EQD_CH2,Model2_EQB_CH4,Model1_EQE_CH2,,1832.173725,,Model2_EQA_CH2,Model2_EQD_CH1,258.1670341,-553.35904,1338.589024,,Model2_EQA_CH4,,,,Model2_EQD_CH2,1847.35987,,,Model2_EQD_CH3,108.6275567,,Model2_EQE_CH1,Model1_EQD_CH4,,-1472.974328,,,7,5,Model2_EQB_CH1,321.2985244,,,,7,Model2_EQA_CH4,Model1_EQE_CH1,4966.771301,828.6119097,,,6,Model2_EQB_CH1,1398.345002,,,11,,Model1_EQB_CH2,Model2_EQD_CH4,3273.2328,,1325.927263,,,8,84.8,4.9,2.8,0.8,0.1,6.6,56,301,123,85,131
L001W19,Model2_EQB_CH2,1549.432346,733.6433168,2403.140212,5,Model2_EQD_CH2,,,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,1971.845732,,,,12,Model2_EQD_CH4,2220.252346,,,10,9,8,Model2_EQD_CH1,Model2_EQD_CH4,,1640.639255,2356.449056,12,8,9,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,,,402.9523863,,,Model1_EQD_CH1,2287.020733,594.3090637,8,Model2_EQB_CH4,1865.852064,1037.166496,7,Model2_EQC_CH2,Model2_EQE_CH2,,2353.991532,2593.144915,12,,,Model2_EQE_CH2,Model1_EQC_CH1,Model2_EQD_CH1,,821.5045202,,,,Model2_EQE_CH1,Model2_EQC_CH4,,,5,Model2_EQA_CH1,,,16,Model1_EQA_CH4,1839.822595,,,7,10,,Model1_EQB_CH1,-1033.063757,,,,Model2_EQC_CH4,1641.837327,,,7,7,Model1_EQB_CH3,Model1_EQC_CH3,,,13,Model1_EQC_CH2,Model1_EQE_CH4,Model1_EQC_CH4,1829.338027,,6,10,Model2_EQA_CH2,1490.95819,1817.607214,120.7975539,7,7,Model1_EQC_CH3,Model1_EQA_CH2,,6,9,Model2_EQA_CH2,Model1_EQA_CH3,Model1_EQA_CH3,3094.926982,6,,Model2_EQE_CH2,Model1_EQB_CH2,Model1_EQE_CH2,2930.262897,1903.654479,,Model2_EQA_CH2,Model1_EQB_CH4,365.8901231,656.1858028,,9,Model2_EQA_CH4,,1829.132829,9,Model2_EQD_CH2,,,7,Model2_EQD_CH3,142.3463658,,Model2_EQC_CH4,Model1_EQC_CH1,1108.839679,1320.231627,,7,16,,Model1_EQD_CH4,,2237.504323,,,7,Model1_EQA_CH3,Model1_EQE_CH2,1043.125325,789.8109146,316.8306182,,,Model1_EQE_CH1,1253.914404,2141.769702,2182.202009,,5,Model1_EQB_CH2,Model1_EQE_CH2,,,,13,12,6,92.5,0.5,0.9,2,1.7,2.4,43,292,110,74,151
L001W20,Model2_EQB_CH2,1464.635012,903.2386203,2109.091497,,Model1_EQE_CH2,,9,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQC_CH4,1956.947374,155.588441,2609.574997,,10,Model1_EQE_CH1,2433.622855,,2542.54211,12,,,Model1_EQA_CH3,Model2_EQD_CH4,,,2833.743702,4,7,10,Model2_EQC_CH1,Model1_EQD_CH1,Model2_EQC_CH3,1532.360634,631.1382017,438.60385,15,11,Model2_EQE_CH1,,,,Model2_EQB_CH4,1642.452816,1082.660113,6,Model2_EQA_CH2,Model2_EQC_CH2,,,2746.348423,,,,Model2_EQE_CH4,Model1_EQC_CH1,Model2_EQE_CH1,2414.176481,,11,,17,Model2_EQE_CH1,Model2_EQC_CH4,,12,10,Model1_EQD_CH2,,3025.100096,9,Model1_EQB_CH3,,371.5997458,3122.321916,10,,,Model1_EQB_CH1,977.6584168,2731.570211,7,9,Model1_EQC_CH1,1961.807346,449.7837901,,,,Model1_EQB_CH3,Model1_EQC_CH3,1245.116126,9,,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,,,10,,Model1_EQE_CH3,1638.343046,1632.967522,,,6,Model1_EQC_CH3,Model1_EQA_CH2,2246.540272,,14,Model2_EQA_CH2,Model1_EQA_CH3,Model1_EQA_CH3,2664.263181,,,Model2_EQE_CH2,Model2_EQB_CH4,Model2_EQE_CH2,2439.546252,2036.919878,,Model2_EQA_CH2,Model1_EQB_CH4,332.2067816,658.7539954,1234.84926,,Model2_EQA_CH4,779.4220547,1875.6086,,Model2_EQD_CH2,1909.688834,67.76185775,22,Model2_EQD_CH3,94.03493527,,Model2_EQC_CH4,Model1_EQC_CH1,,-1507.147344,,,,12,Model2_EQB_CH1,317.4116029,2225.595238,,,,Model2_EQA_CH4,Model1_EQE_CH2,1150.507512,822.7078596,350.1297034,,,Model1_EQE_CH1,,2429.313435,,,9,Model2_EQC_CH3,Model1_EQD_CH3,3315.691588,,,,,10,84.3,0.9,0.8,5.5,4.4,4.1,49,332,134,76,158
L001W21,Model2_EQB_CH2,1707.060871,763.1851475,2479.773091,6,Model1_EQC_CH2,981.7096388,12,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,123.4308517,2815.183861,,7,Model2_EQD_CH4,2204.086098,1300.348223,,,,,Model2_EQD_CH1,Model2_EQE_CH1,1380.077087,1299.46914,3052.206585,,,,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQB_CH2,1278.746445,778.0588588,140.5044625,,9,Model1_EQD_CH1,2297.881956,601.6067468,8,Model2_EQB_CH4,1597.258196,991.8347369,8,Model2_EQC_CH3,Model2_EQE_CH2,2603.62661,,2615.88974,,,,Model2_EQC_CH4,Model1_EQC_CH1,Model2_EQD_CH1,2340.690369,713.6837467,,,13,Model2_EQE_CH1,Model2_EQC_CH4,,15,,Model1_EQD_CH2,,,12,Model1_EQA_CH2,1983.562893,,,,,4,Model1_EQB_CH1,911.0569233,,,7,Model1_EQC_CH1,,,8,8,,Model1_EQB_CH3,Model2_EQA_CH2,,,6,Model1_EQA_CH2,Model1_EQE_CH4,Model1_EQC_CH4,1993.154194,14,7,9,Model2_EQB_CH4,,1548.361762,127.7026283,,8,Model1_EQB_CH3,Model1_EQA_CH2,2224.559232,,,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,2564.049016,,,Model2_EQE_CH2,Model1_EQD_CH3,Model1_EQD_CH2,,1887.000352,4,Model2_EQA_CH2,Model1_EQD_CH3,328.3360139,569.4063569,,,Model2_EQA_CH4,1008.080288,1594.449448,,Model2_EQD_CH2,,69.15198419,12,Model2_EQD_CH3,111.4000657,15,Model2_EQC_CH4,Model1_EQC_CH1,,1324.630025,1256.571903,12,,,Model2_EQB_CH1,,2533.588365,,,,Model2_EQA_CH4,Model1_EQE_CH2,1045.906777,1025.214021,415.6303026,,,Model1_EQB_CH2,1372.655811,2352.606077,2324.097325,,,Model1_EQE_CH4,Model2_EQD_CH4,3571.663801,,,,12,16,87.1,5.8,2.5,1.3,0.5,2.8,49,282,111,71,173
L001W22,Model2_EQB_CH2,1540.342905,799.9003784,2463.246796,14,Model1_EQE_CH2,951.4772091,6,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,130.3747711,2557.882077,,,Model2_EQD_CH4,2643.747172,1427.597282,2624.167508,,10,18,Model2_EQD_CH1,Model2_EQD_CH4,2002.327786,,,11,9,,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,,,113.685919,,15,Model1_EQD_CH1,2558.282837,,,Model2_EQB_CH4,,821.3383118,9,Model1_EQB_CH2,Model1_EQE_CH2,,1954.986939,,,11,6,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,2511.064526,833.2654322,16,8,9,Model2_EQE_CH1,Model2_EQC_CH4,2872.169036,8,,Model1_EQD_CH2,2479.543335,1498.529856,4,Model2_EQA_CH3,,359.334537,,,,4,Model1_EQB_CH1,,,10,12,Model1_EQC_CH1,1658.778248,490.4596553,8,,,Model1_EQB_CH3,Model1_EQC_CH3,1200.04349,,,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,1871.90402,7,14,,Model1_EQE_CH3,1487.008316,1683.782027,,,,Model2_EQE_CH1,Model1_EQB_CH3,,,,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,3207.840096,9,,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,2224.64991,,,Model2_EQA_CH2,Model1_EQB_CH4,365.0634805,480.5495229,1202.076829,12,Model2_EQA_CH4,,2117.227599,9,Model1_EQE_CH2,1892.761743,,,Model2_EQD_CH3,119.8503238,6,Model2_EQC_CH4,Model1_EQC_CH4,1139.925115,1227.287192,1224.012969,,,9,Model2_EQB_CH1,,2112.640047,2293.044674,15,,Model2_EQA_CH4,Model1_EQE_CH2,1163.165492,,,7,,Model1_EQE_CH1,,,,,7,Model1_EQB_CH2,Model2_EQD_CH4,,2398.665309,,12,,10,85.5,0.9,5.9,3.4,1.6,2.7,60,315,109,83,187
