Lot_Wafer_ID,Step1_R1,Step1_R2,Step1_R3,Step1_EQ,Step2_R1,Step2_EQ,Step3_R1,Step3_D1,Step3_EQ,Step4_R1,Step4_R2,Step4_R3,Step4_EQ,Step5_R1,Step5_R2,Step5_EQ,Step6_R1,Step6_EQ,Step7_R1,Step7_D1,Step7_EQ,Step8_R1,Step8_EQ,Step9_R1,Step9_R2,Step9_R3,Step9_EQ,Step10_R1,Step10_D1,Step10_EQ,Step11_R1,Step11_R2,Step11_R3,Step11_EQ,Step12_R1,Step12_R2,Step12_R3,Step12_D1,Step12_EQ,Step13_R1,Step13_R2,Step13_R3,Step13_D1,Step13_EQ,Step14_R1,Step14_EQ,Step15_R1,Step15_R2,Step15_R3,Step15_EQ,Step16_R1,Step16_R2,Step16_EQ,Step17_R1,Step17_EQ,Step18_R1,Step18_D1,Step18_EQ,Step19_R1,Step19_D1,Step19_EQ,Step20_R1,Step20_D1,Step20_EQ,Step21_R1,Step21_D1,Step21_EQ,Step22_R1,Step22_R2,Step22_R3,Step22_EQ,Step23_R1,Step23_R2,Step23_R3,Step23_EQ,Step24_R1,Step24_EQ,Step25_R1,Step25_R2,Step25_R3,Step25_EQ,Step26_R1,Step26_EQ,Step27_R1,Step27_R2,Step27_R3,Step27_EQ,Step28_R1,Step28_R2,Step28_R3,Step28_EQ,Step29_R1,Step29_R2,Step29_R3,Step29_D1,Step29_EQ,Step30_R1,Step30_R2,Step30_R3,Step30_EQ,Y,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
L001W11,807.6471845,,1698.376448,Step1_Model1_EQC_CH4,2256.174724,Step2_Model2_EQA_CH1,2557.657873,,Step3_Model1_EQD_CH4,,,741.1038667,Step4_Model2_EQA_CH3,1047.664479,994.9303955,Step5_Model1_EQD_CH4,,Step6_Model1_EQC_CH2,,,Step7_Model1_EQB_CH1,1725.58431,Step8_Model2_EQB_CH2,698.2705037,,,Step9_Model2_EQB_CH2,,11,Step10_Model1_EQC_CH2,1436.520627,666.1841754,,Step11_Model2_EQD_CH1,2212.80691,1902.564923,1096.541061,,Step12_Model1_EQA_CH2,1246.938862,782.5211652,732.9707526,8,Step13_Model2_EQC_CH2,2412.136187,Step14_Model2_EQA_CH4,,715.0830605,,Step15_Model2_EQC_CH4,853.7209765,1038.99799,Step16_Model2_EQC_CH1,,Step17_Model2_EQD_CH2,2484.0368,,Step18_Model1_EQA_CH2,,10,Step19_Model2_EQA_CH3,845.7867899,12,Step20_Model1_EQC_CH3,2288.73249,10,Step21_Model2_EQB_CH2,1963.310956,2480.221706,603.7209405,Step22_Model1_EQC_CH1,2520.158398,864.9130902,,Step23_Model2_EQD_CH2,1580.317444,Step24_Model2_EQB_CH3,861.9189822,1891.517162,,Step25_Model2_EQC_CH1,3056.16735,Step26_Model1_EQD_CH1,1539.771404,,,Step27_Model2_EQA_CH4,1870.042818,1769.060723,2432.348432,Step28_Model1_EQB_CH4,709.0910049,,1704.153362,10,Step29_Model2_EQD_CH4,,,,Step30_Model2_EQC_CH2,0,37.4,40,38.2,37,35.5,42,271,393,101,8
L001W12,,,1609.850596,Step1_Model1_EQC_CH3,2364.107481,Step2_Model2_EQA_CH3,,11,Step3_Model1_EQD_CH3,985.390077,,798.7702342,Step4_Model2_EQA_CH1,,,Step5_Model1_EQD_CH2,,Step6_Model1_EQC_CH4,1994.751238,8,Step7_Model1_EQB_CH2,1825.926437,Step8_Model2_EQB_CH3,818.9852038,,2065.61185,Step9_Model2_EQB_CH4,715.3710931,7,Step10_Model1_EQC_CH2,1438.476256,633.0554455,554.8719951,Step11_Model2_EQD_CH2,2041.575406,2082.618656,1016.064081,13,Step12_Model1_EQA_CH4,,863.4967388,,7,Step13_Model2_EQC_CH3,2432.67782,Step14_Model2_EQA_CH1,2167.285269,712.0301081,,Step15_Model2_EQC_CH2,,1159.32412,Step16_Model2_EQC_CH2,1922.622873,Step17_Model2_EQD_CH2,,,Step18_Model1_EQA_CH4,994.7888913,10,Step19_Model2_EQA_CH3,868.7043412,,Step20_Model1_EQC_CH3,2245.399892,,Step21_Model2_EQB_CH3,,2559.461664,648.5072523,Step22_Model1_EQC_CH1,2479.397221,952.0793414,1120.225262,Step23_Model2_EQD_CH3,,Step24_Model2_EQB_CH3,,1859.160068,1067.104741,Step25_Model2_EQC_CH1,,Step26_Model1_EQD_CH3,1591.482614,,,Step27_Model2_EQA_CH1,1976.561814,1632.940705,,Step28_Model1_EQB_CH4,698.3478027,,1817.637482,9,Step29_Model2_EQD_CH1,2396.670212,,,Step30_Model2_EQC_CH1,0.2,22.5,18.8,20.4,19.2,18.9,12,378,281,2,66
L001W13,836.8077682,2711.236696,1674.687751,Step1_Model1_EQC_CH1,2164.704879,Step2_Model2_EQA_CH3,2361.608036,7,Step3_Model1_EQD_CH1,958.8303828,661.7530423,,Step4_Model2_EQA_CH2,965.7352416,,Step5_Model1_EQD_CH4,,Step6_Model1_EQC_CH3,1981.186534,,Step7_Model1_EQB_CH3,1656.789664,Step8_Model2_EQB_CH2,731.5400935,1868.475135,2023.454326,Step9_Model2_EQB_CH3,790.1120042,,Step10_Model1_EQC_CH4,1523.577855,,602.310328,Step11_Model2_EQD_CH3,2154.8767,2086.36962,1125.979517,,Step12_Model1_EQA_CH2,1131.037888,774.7189507,,,Step13_Model2_EQC_CH3,2363.035628,Step14_Model2_EQA_CH2,2015.454263,,1886.422037,Step15_Model2_EQC_CH2,924.982688,,Step16_Model2_EQC_CH3,,Step17_Model2_EQD_CH2,2398.312025,15,Step18_Model1_EQA_CH4,1026.274842,,Step19_Model2_EQA_CH4,898.5642737,9,Step20_Model1_EQC_CH3,,,Step21_Model2_EQB_CH4,2069.229068,2454.361679,678.238221,Step22_Model1_EQC_CH2,2395.102668,936.1967077,,Step23_Model2_EQD_CH1,,Step24_Model2_EQB_CH1,,2076.532149,1191.65179,Step25_Model2_EQC_CH2,,Step26_Model1_EQD_CH2,1581.300499,1778.270859,860.246036,Step27_Model2_EQA_CH1,,,,Step28_Model1_EQB_CH1,673.9042208,,1698.494866,,Step29_Model2_EQD_CH3,2348.309495,,1564.061326,Step30_Model2_EQC_CH2,0.9,20.8,19.3,19.8,19.7,19.5,58,173,199,42,47
L001W14,747.7095051,,1465.278643,Step1_Model1_EQC_CH4,2388.901314,Step2_Model2_EQA_CH2,,6,Step3_Model1_EQD_CH3,932.9541562,670.3112842,773.1608363,Step4_Model2_EQA_CH1,,,Step5_Model1_EQD_CH1,969.5387873,Step6_Model1_EQC_CH1,,,Step7_Model1_EQB_CH4,,Step8_Model2_EQB_CH1,707.1897324,2133.583643,2250.545811,Step9_Model2_EQB_CH3,,,Step10_Model1_EQC_CH2,,652.3638082,595.8310972,Step11_Model2_EQD_CH1,2036.471876,2066.347535,1009.799791,11,Step12_Model1_EQA_CH4,1154.244278,819.5113322,736.9279754,7,Step13_Model2_EQC_CH1,2440.376643,Step14_Model2_EQA_CH1,,728.1354417,2008.753451,Step15_Model2_EQC_CH2,866.6138144,1210.820431,Step16_Model2_EQC_CH1,3250.39554,Step17_Model2_EQD_CH4,2378.585804,,Step18_Model1_EQA_CH4,,9,Step19_Model2_EQA_CH2,859.6276055,,Step20_Model1_EQC_CH1,2247.939598,,Step21_Model2_EQB_CH1,1956.235629,2529.257103,,Step22_Model1_EQC_CH1,2300.552049,955.3401088,1279.468748,Step23_Model2_EQD_CH3,,Step24_Model2_EQB_CH1,880.1301329,1987.712449,,Step25_Model2_EQC_CH3,2246.814482,Step26_Model1_EQD_CH3,1599.346052,2113.843283,940.7566818,Step27_Model2_EQA_CH4,,1626.911373,2348.837999,Step28_Model1_EQB_CH2,684.6763089,1468.334911,,,Step29_Model2_EQD_CH3,2469.002308,1157.581207,1522.224988,Step30_Model2_EQC_CH1,51.3,11.8,11.4,8.2,8.3,9,107,47,4,96,267
L001W15,755.4964542,2433.090215,,Step1_Model1_EQC_CH3,2118.411139,Step2_Model2_EQA_CH2,2562.93193,,Step3_Model1_EQD_CH4,907.0816649,,792.7453294,Step4_Model2_EQA_CH4,1062.911778,1060.34852,Step5_Model1_EQD_CH3,,Step6_Model1_EQC_CH2,2009.340624,6,Step7_Model1_EQB_CH4,1685.167889,Step8_Model2_EQB_CH1,761.3168688,1817.990015,,Step9_Model2_EQB_CH4,773.8691015,11,Step10_Model1_EQC_CH3,,721.2355346,588.598735,Step11_Model2_EQD_CH1,2095.322373,,,10,Step12_Model1_EQA_CH3,1218.059946,781.4563682,669.9253858,,Step13_Model2_EQC_CH1,2242.880594,Step14_Model2_EQA_CH2,2073.438741,654.7464472,1854.714736,Step15_Model2_EQC_CH4,875.8323266,1130.831943,Step16_Model2_EQC_CH1,2082.927339,Step17_Model2_EQD_CH2,,,Step18_Model1_EQA_CH1,975.4082535,10,Step19_Model2_EQA_CH4,806.0651666,8,Step20_Model1_EQC_CH1,2244.729633,,Step21_Model2_EQB_CH2,1916.140905,,644.676939,Step22_Model1_EQC_CH2,2407.839245,913.0536261,1189.486944,Step23_Model2_EQD_CH1,1577.882589,Step24_Model2_EQB_CH3,,1868.950959,1221.600443,Step25_Model2_EQC_CH2,2185.439875,Step26_Model1_EQD_CH3,1690.446233,1967.241495,1001.558633,Step27_Model2_EQA_CH3,2203.083329,1680.167465,,Step28_Model1_EQB_CH4,,1274.12396,1762.911395,7,Step29_Model2_EQD_CH4,2264.362936,,,Step30_Model2_EQC_CH2,0,28.7,30.2,29.1,28.6,28.5,46,220,1,0,24
L001W16,,2710.137103,,Step1_Model1_EQC_CH2,2203.480487,Step2_Model2_EQA_CH2,,,Step3_Model1_EQD_CH3,,675.701877,780.2627574,Step4_Model2_EQA_CH3,,966.268111,Step5_Model1_EQD_CH4,1090.915091,Step6_Model1_EQC_CH4,1898.68004,,Step7_Model1_EQB_CH3,1694.055257,Step8_Model2_EQB_CH4,706.4899947,,2208.878021,Step9_Model2_EQB_CH2,,,Step10_Model1_EQC_CH2,,,599.2115857,Step11_Model2_EQD_CH1,2275.016537,,997.930156,,Step12_Model1_EQA_CH2,,,683.0831602,6,Step13_Model2_EQC_CH4,,Step14_Model2_EQA_CH4,2222.245106,702.4872825,1813.386459,Step15_Model2_EQC_CH1,,1126.532202,Step16_Model2_EQC_CH4,,Step17_Model2_EQD_CH2,2367.970557,14,Step18_Model1_EQA_CH4,970.8990947,,Step19_Model2_EQA_CH2,869.6648682,12,Step20_Model1_EQC_CH4,,15,Step21_Model2_EQB_CH2,1973.770468,2372.781532,647.6921097,Step22_Model1_EQC_CH2,2321.224941,,,Step23_Model2_EQD_CH1,1682.4315,Step24_Model2_EQB_CH3,913.371168,1880.749042,1297.008565,Step25_Model2_EQC_CH2,,Step26_Model1_EQD_CH3,1604.014135,1923.831995,,Step27_Model2_EQA_CH3,1937.473758,1670.315149,,Step28_Model1_EQB_CH2,707.6432005,1269.228302,1960.662686,11,Step29_Model2_EQD_CH4,2466.800249,1300.71356,1546.529696,Step30_Model2_EQC_CH2,0,30.3,32.8,27.9,30.3,27.3,0,967,134,1,264
L001W17,784.9342964,2317.180657,1619.652398,Step1_Model1_EQC_CH1,2076.491882,Step2_Model2_EQA_CH3,2468.884576,,Step3_Model1_EQD_CH2,973.6415229,645.6255422,823.5572789,Step4_Model2_EQA_CH3,1045.311165,1037.075965,Step5_Model1_EQD_CH1,1078.632785,Step6_Model1_EQC_CH3,1905.189824,11,Step7_Model1_EQB_CH2,,Step8_Model2_EQB_CH2,,1948.997076,2305.41116,Step9_Model2_EQB_CH4,,12,Step10_Model1_EQC_CH3,1462.909135,674.6936655,643.0509484,Step11_Model2_EQD_CH4,1930.603373,2021.538247,1054.484477,,Step12_Model1_EQA_CH4,,872.404385,716.0899765,9,Step13_Model2_EQC_CH2,,Step14_Model2_EQA_CH1,2102.460068,675.2177904,1941.744012,Step15_Model2_EQC_CH3,,,Step16_Model2_EQC_CH1,1925.159031,Step17_Model2_EQD_CH2,2595.159311,10,Step18_Model1_EQA_CH1,,,Step19_Model2_EQA_CH3,,13,Step20_Model1_EQC_CH1,2213.454691,,Step21_Model2_EQB_CH4,1831.499162,2654.103024,601.2555114,Step22_Model1_EQC_CH4,,901.4990457,1220.638166,Step23_Model2_EQD_CH1,1599.595015,Step24_Model2_EQB_CH2,863.685206,,2242.930362,Step25_Model2_EQC_CH2,2197.668189,Step26_Model1_EQD_CH3,1651.597909,,904.7334105,Step27_Model2_EQA_CH4,1862.894608,1670.703844,2336.180122,Step28_Model1_EQB_CH2,700.5170499,,,10,Step29_Model2_EQD_CH1,,1188.826005,1439.745105,Step30_Model2_EQC_CH2,0,36.8,37.2,36.2,36.2,34.9,45,4,23,134,63
L001W18,839.7960506,2445.435869,1731.408832,Step1_Model1_EQC_CH4,,Step2_Model2_EQA_CH2,2323.62048,,Step3_Model1_EQD_CH2,,,816.1798986,Step4_Model2_EQA_CH3,1010.778223,,Step5_Model1_EQD_CH4,1043.978071,Step6_Model1_EQC_CH3,,,Step7_Model1_EQB_CH2,1594.931515,Step8_Model2_EQB_CH2,,1943.269032,2204.668633,Step9_Model2_EQB_CH2,737.9230949,,Step10_Model1_EQC_CH3,1344.73645,630.597403,,Step11_Model2_EQD_CH4,1994.273603,,1078.859433,,Step12_Model1_EQA_CH1,1174.617996,847.7118618,663.7806142,9,Step13_Model2_EQC_CH2,2582.926467,Step14_Model2_EQA_CH2,2040.204058,699.7294466,2107.155819,Step15_Model2_EQC_CH1,865.7113243,1083.126162,Step16_Model2_EQC_CH4,2019.445741,Step17_Model2_EQD_CH3,2217.098761,15,Step18_Model1_EQA_CH3,1072.812391,,Step19_Model2_EQA_CH2,898.3505525,,Step20_Model1_EQC_CH4,2370.332047,,Step21_Model2_EQB_CH1,1952.407546,2447.090351,679.365709,Step22_Model1_EQC_CH1,3808.07934,911.0706233,,Step23_Model2_EQD_CH3,1529.033076,Step24_Model2_EQB_CH1,,1981.224467,1139.442973,Step25_Model2_EQC_CH2,2382.130335,Step26_Model1_EQD_CH4,,1910.730532,958.5477319,Step27_Model2_EQA_CH4,1711.682401,1752.657837,2424.646103,Step28_Model1_EQB_CH3,695.399762,,,,Step29_Model2_EQD_CH1,2580.008049,1280.612038,1625.137967,Step30_Model2_EQC_CH4,48.4,11.4,10.1,10.5,10.3,9.3,78,26,63,137,0
L001W19,789.2670458,,1538.2257,Step1_Model1_EQC_CH3,2255.179893,Step2_Model2_EQA_CH4,2554.073125,,Step3_Model1_EQD_CH4,868.7983478,,775.9468299,Step4_Model2_EQA_CH1,999.5638706,942.9726103,Step5_Model1_EQD_CH2,,Step6_Model1_EQC_CH3,1982.708282,,Step7_Model1_EQB_CH2,,Step8_Model2_EQB_CH2,762.7496041,,2171.122511,Step9_Model2_EQB_CH4,773.2898709,,Step10_Model1_EQC_CH2,,713.4355637,588.0293576,Step11_Model2_EQD_CH1,1967.528854,1879.550736,1009.592415,13,Step12_Model1_EQA_CH2,,808.852148,,8,Step13_Model2_EQC_CH3,2212.757514,Step14_Model2_EQA_CH3,,679.8401148,2038.797885,Step15_Model2_EQC_CH4,912.1852333,1062.28866,Step16_Model2_EQC_CH4,1967.219257,Step17_Model2_EQD_CH1,2227.821632,10,Step18_Model1_EQA_CH3,1070.062237,11,Step19_Model2_EQA_CH2,808.3719607,9,Step20_Model1_EQC_CH1,2097.966513,,Step21_Model2_EQB_CH3,,2662.562613,,Step22_Model1_EQC_CH2,,874.3545314,,Step23_Model2_EQD_CH3,1631.58159,Step24_Model2_EQB_CH1,873.5166076,1899.582759,1254.902316,Step25_Model2_EQC_CH2,2247.650586,Step26_Model1_EQD_CH3,,1784.39061,,Step27_Model2_EQA_CH1,,1640.063541,2357.953498,Step28_Model1_EQB_CH2,729.8020938,,1815.98176,,Step29_Model2_EQD_CH2,2600.996764,1345.085605,1580.106805,Step30_Model2_EQC_CH3,0,23.2,22.9,23.7,23.9,21.8,1,75,1,129,6
L001W20,,,,Step1_Model1_EQC_CH3,2408.643333,Step2_Model2_EQA_CH3,2561.953697,12,Step3_Model1_EQD_CH3,,768.8581403,816.046241,Step4_Model2_EQA_CH3,1026.297755,1062.276478,Step5_Model1_EQD_CH1,1014.940705,Step6_Model1_EQC_CH2,,14,Step7_Model1_EQB_CH3,1595.458941,Step8_Model2_EQB_CH3,705.7302818,1892.609508,,Step9_Model2_EQB_CH1,,7,Step10_Model1_EQC_CH4,1441.255235,722.1348906,575.7533632,Step11_Model2_EQD_CH4,1985.115263,1970.440327,985.7503616,11,Step12_Model1_EQA_CH1,,820.6577586,,9,Step13_Model2_EQC_CH3,2345.102789,Step14_Model2_EQA_CH2,,691.9108862,,Step15_Model2_EQC_CH1,851.4153939,,Step16_Model2_EQC_CH4,1899.14887,Step17_Model2_EQD_CH2,2432.098414,8,Step18_Model1_EQA_CH2,1008.386345,,Step19_Model2_EQA_CH2,822.5728373,13,Step20_Model1_EQC_CH4,,7,Step21_Model2_EQB_CH3,2071.741892,2416.831124,653.5861684,Step22_Model1_EQC_CH4,,991.4529036,1206.395046,Step23_Model2_EQD_CH3,,Step24_Model2_EQB_CH3,969.1838564,,,Step25_Model2_EQC_CH3,,Step26_Model1_EQD_CH1,1642.186417,1794.787436,973.046329,Step27_Model2_EQA_CH1,2010.152409,1633.712655,,Step28_Model1_EQB_CH1,,1331.231247,1999.213067,16,Step29_Model2_EQD_CH4,,1269.179725,1481.445378,Step30_Model2_EQC_CH3,0,36.6,36.2,35.9,39.5,35.4,58,172,246,164,104
L001W21,887.3952731,,1574.576089,Step1_Model1_EQC_CH4,,Step2_Model2_EQA_CH2,2470.338833,5,Step3_Model1_EQD_CH2,901.9744496,,,Step4_Model2_EQA_CH2,981.6799224,1038.854365,Step5_Model1_EQD_CH4,988.8107959,Step6_Model1_EQC_CH3,,,Step7_Model1_EQB_CH4,1775.303719,Step8_Model2_EQB_CH3,695.5127358,1840.535604,,Step9_Model2_EQB_CH4,,10,Step10_Model1_EQC_CH1,,756.9012787,,Step11_Model2_EQD_CH2,,2119.475088,,,Step12_Model1_EQA_CH2,1193.370136,798.4764414,689.5662475,,Step13_Model2_EQC_CH4,,Step14_Model2_EQA_CH2,2048.524478,666.5479898,1816.946597,Step15_Model2_EQC_CH3,,,Step16_Model2_EQC_CH1,,Step17_Model2_EQD_CH4,2315.425326,,Step18_Model1_EQA_CH4,1039.935962,,Step19_Model2_EQA_CH4,796.6917857,9,Step20_Model1_EQC_CH4,2361.472612,11,Step21_Model2_EQB_CH1,2098.121291,2633.720552,609.3647794,Step22_Model1_EQC_CH3,2415.881197,845.6062476,,Step23_Model2_EQD_CH1,,Step24_Model2_EQB_CH1,903.9765887,2041.493103,,Step25_Model2_EQC_CH4,2323.562842,Step26_Model1_EQD_CH4,1715.8131,1787.917418,,Step27_Model2_EQA_CH2,,1522.403137,2408.127784,Step28_Model1_EQB_CH1,,1349.239609,1906.581968,7,Step29_Model2_EQD_CH4,2378.468011,1224.778391,1553.21605,Step30_Model2_EQC_CH2,0,28.6,27.7,27.4,27.1,27.5,41,3,56,54,11
L001W22,817.471339,,1653.811634,Step1_Model1_EQC_CH3,2109.670849,Step2_Model2_EQA_CH2,2533.411873,15,Step3_Model1_EQD_CH3,910.6980209,687.3545292,,Step4_Model2_EQA_CH1,850.4548334,1170.989186,Step5_Model1_EQD_CH2,1028.952714,Step6_Model1_EQC_CH3,,,Step7_Model1_EQB_CH2,,Step8_Model2_EQB_CH3,713.6592765,1857.782985,,Step9_Model2_EQB_CH1,749.989636,11,Step10_Model1_EQC_CH4,,619.5468597,616.8293696,Step11_Model2_EQD_CH3,2073.75395,2009.123719,1171.448076,7,Step12_Model1_EQA_CH3,1189.599941,,685.9786135,7,Step13_Model2_EQC_CH3,2327.944582,Step14_Model2_EQA_CH4,2186.300183,,1873.719999,Step15_Model2_EQC_CH2,958.8213651,1154.929927,Step16_Model2_EQC_CH1,1862.843181,Step17_Model2_EQD_CH2,,4,Step18_Model1_EQA_CH4,,,Step19_Model2_EQA_CH3,856.827832,,Step20_Model1_EQC_CH3,2347.708747,,Step21_Model2_EQB_CH2,1992.229895,,627.2737041,Step22_Model1_EQC_CH3,2602.713892,844.7102169,,Step23_Model2_EQD_CH2,,Step24_Model2_EQB_CH3,,1959.984975,1041.371689,Step25_Model2_EQC_CH4,2432.238419,Step26_Model1_EQD_CH3,,1918.82144,937.8659523,Step27_Model2_EQA_CH1,1839.065219,1654.118521,,Step28_Model1_EQB_CH1,,1298.028582,1953.401413,7,Step29_Model2_EQD_CH1,2356.471033,1277.61059,1541.611491,Step30_Model2_EQC_CH2,0.2,19.9,22.8,18.7,19.4,19,5,1462,27,37,164
L001W23,829.5966203,,1543.927753,Step1_Model1_EQC_CH4,2016.457902,Step2_Model2_EQA_CH3,2308.241447,,Step3_Model1_EQD_CH4,,714.7052395,,Step4_Model2_EQA_CH2,944.7404116,956.9801162,Step5_Model1_EQD_CH4,1057.914045,Step6_Model1_EQC_CH1,1889.701192,,Step7_Model1_EQB_CH3,1718.739893,Step8_Model2_EQB_CH3,646.6698821,,2151.721336,Step9_Model2_EQB_CH4,,,Step10_Model1_EQC_CH2,1474.920392,714.7389133,,Step11_Model2_EQD_CH2,1867.63166,2141.004152,,,Step12_Model1_EQA_CH2,1157.362216,812.1201557,718.0085852,10,Step13_Model2_EQC_CH3,2342.659422,Step14_Model2_EQA_CH2,2063.354272,697.1050128,1938.259711,Step15_Model2_EQC_CH4,946.3087088,1138.486934,Step16_Model2_EQC_CH4,1925.167327,Step17_Model2_EQD_CH4,,,Step18_Model1_EQA_CH1,1038.024029,9,Step19_Model2_EQA_CH4,754.8856587,,Step20_Model1_EQC_CH3,,,Step21_Model2_EQB_CH3,1962.484042,2587.139877,671.1543426,Step22_Model1_EQC_CH1,,,1244.180288,Step23_Model2_EQD_CH3,1610.327078,Step24_Model2_EQB_CH4,887.0808435,,1197.992763,Step25_Model2_EQC_CH1,2306.901951,Step26_Model1_EQD_CH4,1592.280652,,,Step27_Model2_EQA_CH2,1886.235991,1567.924245,2155.274373,Step28_Model1_EQB_CH1,686.8880951,1360.779448,1778.353281,8,Step29_Model2_EQD_CH3,2327.813158,,,Step30_Model2_EQC_CH2,54.8,8.7,8.8,7.7,8.5,11.5,11,6,11,18,11
L001W24,767.9055422,2392.329775,,Step1_Model1_EQC_CH3,2330.325015,Step2_Model2_EQA_CH1,,,Step3_Model1_EQD_CH3,,664.3789024,785.5711564,Step4_Model2_EQA_CH3,976.3591637,986.6609656,Step5_Model1_EQD_CH4,1071.112364,Step6_Model1_EQC_CH2,,,Step7_Model1_EQB_CH1,1539.420889,Step8_Model2_EQB_CH3,753.5554596,1986.369198,,Step9_Model2_EQB_CH1,,,Step10_Model1_EQC_CH3,1435.253366,643.0339761,635.8868803,Step11_Model2_EQD_CH1,,2141.16977,1054.028842,,Step12_Model1_EQA_CH2,,,678.0436431,13,Step13_Model2_EQC_CH2,,Step14_Model2_EQA_CH2,2022.251552,787.1804927,1802.820194,Step15_Model2_EQC_CH3,904.3990766,,Step16_Model2_EQC_CH2,1948.110399,Step17_Model2_EQD_CH1,,,Step18_Model1_EQA_CH4,,11,Step19_Model2_EQA_CH4,908.3970512,,Step20_Model1_EQC_CH2,2394.406362,,Step21_Model2_EQB_CH4,1943.729712,2574.311998,681.2641109,Step22_Model1_EQC_CH1,2428.351663,888.9924647,1223.662293,Step23_Model2_EQD_CH1,,Step24_Model2_EQB_CH4,852.2792858,1975.014379,,Step25_Model2_EQC_CH4,2371.432232,Step26_Model1_EQD_CH1,1653.328954,1963.931922,968.3518481,Step27_Model2_EQA_CH1,1927.308232,1651.697062,,Step28_Model1_EQB_CH4,635.1882182,,1948.517533,13,Step29_Model2_EQD_CH2,,1323.71581,1575.483798,Step30_Model2_EQC_CH2,39.5,12.8,13.3,11,11.5,11.9,34,1,33,2,334
L001W25,804.3000699,,1684.48127,Step1_Model1_EQC_CH2,2180.296264,Step2_Model2_EQA_CH2,,12,Step3_Model1_EQD_CH4,924.3680561,681.2549868,,Step4_Model2_EQA_CH3,982.0554103,,Step5_Model1_EQD_CH1,1069.807212,Step6_Model1_EQC_CH2,,8,Step7_Model1_EQB_CH3,,Step8_Model2_EQB_CH1,807.6994221,2058.777066,2278.988695,Step9_Model2_EQB_CH4,773.2797421,11,Step10_Model1_EQC_CH2,,656.4156152,594.2847032,Step11_Model2_EQD_CH2,1975.367703,2194.961275,1138.376373,9,Step12_Model1_EQA_CH1,1159.295723,854.5053155,,6,Step13_Model2_EQC_CH4,2395.35992,Step14_Model2_EQA_CH4,2177.418441,742.278772,1826.982015,Step15_Model2_EQC_CH1,,1084.784663,Step16_Model2_EQC_CH3,,Step17_Model2_EQD_CH3,2395.601061,,Step18_Model1_EQA_CH4,1039.904434,,Step19_Model2_EQA_CH1,900.8841331,,Step20_Model1_EQC_CH2,2177.736415,,Step21_Model2_EQB_CH3,2192.634835,2545.517952,653.5132039,Step22_Model1_EQC_CH2,,870.7396451,1152.036685,Step23_Model2_EQD_CH2,1716.528104,Step24_Model2_EQB_CH3,,,1172.053245,Step25_Model2_EQC_CH2,,Step26_Model1_EQD_CH1,,1937.92222,965.8868772,Step27_Model2_EQA_CH3,1876.551311,,2218.548054,Step28_Model1_EQB_CH3,610.9081987,1276.95837,1804.284325,13,Step29_Model2_EQD_CH4,,1362.986786,1581.177852,Step30_Model2_EQC_CH1,0,25.1,21.9,22.1,22.1,18.9,131,100,97,163,1
L002W01,831.390555,2438.18922,,Step1_Model1_EQC_CH4,,Step2_Model2_EQC_CH4,2388.92748,,Step3_Model1_EQD_CH4,924.9374353,696.180074,779.6042676,Step4_Model2_EQB_CH2,,1016.885961,Step5_Model2_EQC_CH2,1118.057837,Step6_Model1_EQC_CH2,,,Step7_Model1_EQC_CH1,,Step8_Model2_EQD_CH3,788.6001386,,2113.499506,Step9_Model2_EQA_CH3,,16,Step10_Model1_EQA_CH2,,658.1049815,,Step11_Model2_EQA_CH4,,,1065.604129,9,Step12_Model1_EQD_CH3,1251.982075,830.3821991,,,Step13_Model1_EQA_CH1,,Step14_Model2_EQB_CH2,1923.082695,689.2527383,1785.288303,Step15_Model1_EQA_CH1,,1151.437196,Step16_Model2_EQC_CH1,1951.387436,Step17_Model1_EQC_CH2,2120.867285,6,Step18_Model1_EQC_CH1,,,Step19_Model2_EQA_CH2,,11,Step20_Model1_EQC_CH2,,20,Step21_Model1_EQA_CH1,1912.747417,2618.811669,663.1434549,Step22_Model1_EQA_CH2,2295.991707,907.4507962,,Step23_Model2_EQD_CH1,1572.350142,Step24_Model2_EQA_CH2,897.6080176,,,Step25_Model1_EQB_CH2,2106.063353,Step26_Model1_EQB_CH4,,,985.1225308,Step27_Model2_EQD_CH2,2099.923553,1731.95174,,Step28_Model1_EQA_CH2,701.2896167,1351.886087,,10,Step29_Model2_EQC_CH3,2263.549218,1294.19508,,Step30_Model2_EQD_CH3,0,45.5,42.2,44,40.7,39.1,105,45,1239,6,14
