Lot_Wafer_ID,Lot_ID,Wafer_Slot,Step1_Config,Step2_Config,Step3_Config,Step4_Config,Step5_Config,Step6_Config,Step7_Config,Step8_Config,Step9_Config,Step10_Config,Step11_Config,Step12_Config,Step13_Config,Step14_Config,Step15_Config,Step16_Config,Step17_Config,Step18_Config,Step19_Config,Step20_Config,Step21_Config,Step22_Config,Step23_Config,Step24_Config,Step25_Config,Step26_Config,Step27_Config,Step28_Config,Step29_Config,Step30_Config,Step1_R1,Step2_R1,Step3_R1,Step4_R1,Step4_R2,Step5_R1,Step6_R1,Step6_R2,Step7_R1,Step7_R2,Step8_R1,Step9_R1,Step9_R2,Step10_R1,Step11_R1,Step12_R1,Step12_R2,Step13_R1,Step13_R2,Step13_R3,Step14_R1,Step14_R2,Step14_R3,Step15_R1,Step15_R2,Step16_R1,Step17_R1,Step18_R1,Step19_R1,Step20_R1,Step21_R1,Step22_R1,Step22_R2,Step22_R3,Step23_R1,Step24_R1,Step24_R2,Step25_R1,Step25_R2,Step25_R3,Step26_R1,Step27_R1,Step28_R1,Step28_R2,Step28_R3,Step29_R1,Step29_R2,Step30_R1,Step1_D1,Step6_D1,Step8_D1,Step11_D1,Step13_D1,Step14_D1,Step21_D1,Step22_D1,Step27_D1,Step30_D1,Y,Y1,Y2,Y3,Y4,Y5
L034W03,L034,3,Step1_Model2_EQB_CH3,Step2_Model3_EQA_CH1,Step3_Model1_EQC_CH1,Step4_Model1_EQA_CH4,Step5_Model3_EQA_CH1,Step6_Model1_EQC_CH4,Step7_Model1_EQB_CH3,Step8_Model3_EQA_CH2,Step9_Model1_EQB_CH2,Step10_Model3_EQC_CH4,Step11_Model1_EQB_CH3,Step12_Model2_EQB_CH3,Step13_Model2_EQB_CH3,Step14_Model2_EQC_CH1,Step15_Model1_EQA_CH3,Step16_Model2_EQC_CH1,Step17_Model3_EQB_CH4,Step18_Model1_EQB_CH2,Step19_Model3_EQB_CH4,Step20_Model1_EQA_CH3,Step21_Model3_EQB_CH3,Step22_Model2_EQC_CH4,Step23_Model2_EQC_CH1,Step24_Model2_EQA_CH1,Step25_Model3_EQB_CH1,Step26_Model2_EQB_CH2,Step27_Model3_EQA_CH2,Step28_Model2_EQC_CH3,Step29_Model2_EQA_CH4,Step30_Model1_EQA_CH4,,,,,,,47.45,,,61.54,,,,,,60.75,,,,,,,,,,,,,,,,,,,,43.99,56.41,,,,,,,,,,58.48,,,,,,,,,,,,,,,,,
L034W04,L034,4,Step1_Model2_EQB_CH3,Step2_Model3_EQA_CH1,Step3_Model1_EQC_CH2,Step4_Model1_EQA_CH4,Step5_Model3_EQA_CH3,Step6_Model1_EQC_CH1,Step7_Model1_EQB_CH1,Step8_Model3_EQA_CH2,Step9_Model1_EQB_CH2,Step10_Model3_EQC_CH3,Step11_Model1_EQB_CH3,Step12_Model2_EQB_CH1,Step13_Model2_EQB_CH1,Step14_Model2_EQC_CH4,Step15_Model1_EQA_CH1,Step16_Model2_EQC_CH3,Step17_Model3_EQB_CH2,Step18_Model1_EQB_CH3,Step19_Model3_EQB_CH4,Step20_Model1_EQA_CH4,Step21_Model3_EQB_CH2,Step22_Model2_EQC_CH3,Step23_Model2_EQC_CH4,Step24_Model2_EQA_CH3,Step25_Model3_EQB_CH4,Step26_Model2_EQB_CH2,Step27_Model3_EQA_CH4,Step28_Model2_EQC_CH3,Step29_Model2_EQA_CH3,Step30_Model1_EQA_CH4,,,,,,,,,,,60.38,,43.06,,46.95,,,,,,,,38.45,,,,,,,,,,,,,,,,,,32.53,,,,,,,35.5,,,,,,,,,,,,,,,,
L034W05,L034,5,Step1_Model2_EQB_CH1,Step2_Model3_EQA_CH2,Step3_Model1_EQC_CH2,Step4_Model1_EQA_CH4,Step5_Model3_EQA_CH4,Step6_Model1_EQC_CH1,Step7_Model1_EQB_CH2,Step8_Model3_EQA_CH1,Step9_Model1_EQB_CH2,Step10_Model3_EQC_CH4,Step11_Model1_EQB_CH2,Step12_Model2_EQB_CH2,Step13_Model2_EQB_CH2,Step14_Model2_EQC_CH1,Step15_Model1_EQA_CH1,Step16_Model2_EQC_CH2,Step17_Model3_EQB_CH3,Step18_Model1_EQB_CH1,Step19_Model3_EQB_CH4,Step20_Model1_EQA_CH4,Step21_Model3_EQB_CH2,Step22_Model2_EQC_CH4,Step23_Model2_EQC_CH1,Step24_Model2_EQA_CH3,Step25_Model3_EQB_CH3,Step26_Model2_EQB_CH3,Step27_Model3_EQA_CH4,Step28_Model2_EQC_CH2,Step29_Model2_EQA_CH4,Step30_Model1_EQA_CH2,41.06,,,44.43,,,65.27,61.22,62.77,,,,,,,59.02,,46.03,,,,,,,,,,,,,,43.45,,,,,58.88,,,,30.32,,,,,,,35.73,,,,,,,,,,,,,,,,
L034W06,L034,6,Step1_Model2_EQB_CH3,Step2_Model3_EQA_CH1,Step3_Model1_EQC_CH4,Step4_Model1_EQA_CH1,Step5_Model3_EQA_CH3,Step6_Model1_EQC_CH2,Step7_Model1_EQB_CH1,Step8_Model3_EQA_CH4,Step9_Model1_EQB_CH1,Step10_Model3_EQC_CH1,Step11_Model1_EQB_CH4,Step12_Model2_EQB_CH2,Step13_Model2_EQB_CH4,Step14_Model2_EQC_CH3,Step15_Model1_EQA_CH2,Step16_Model2_EQC_CH1,Step17_Model3_EQB_CH4,Step18_Model1_EQB_CH3,Step19_Model3_EQB_CH4,Step20_Model1_EQA_CH2,Step21_Model3_EQB_CH3,Step22_Model2_EQC_CH1,Step23_Model2_EQC_CH2,Step24_Model2_EQA_CH3,Step25_Model3_EQB_CH2,Step26_Model2_EQB_CH1,Step27_Model3_EQA_CH3,Step28_Model2_EQC_CH4,Step29_Model2_EQA_CH4,Step30_Model1_EQA_CH1,,,,,,,,,,69.36,,,,,51.63,58.65,,42.78,,,35.93,,,,30.3,64.4,42.52,59.76,,,,,,,,,58.36,,,67.91,,,,,,,52.22,,,,,,,,,,,,,,,,,
L034W07,L034,7,Step1_Model2_EQB_CH3,Step2_Model3_EQA_CH1,Step3_Model1_EQC_CH1,Step4_Model1_EQA_CH2,Step5_Model3_EQA_CH4,Step6_Model1_EQC_CH1,Step7_Model1_EQB_CH2,Step8_Model3_EQA_CH1,Step9_Model1_EQB_CH1,Step10_Model3_EQC_CH1,Step11_Model1_EQB_CH4,Step12_Model2_EQB_CH3,Step13_Model2_EQB_CH4,Step14_Model2_EQC_CH2,Step15_Model1_EQA_CH3,Step16_Model2_EQC_CH2,Step17_Model3_EQB_CH1,Step18_Model1_EQB_CH3,Step19_Model3_EQB_CH2,Step20_Model1_EQA_CH1,Step21_Model3_EQB_CH2,Step22_Model2_EQC_CH2,Step23_Model2_EQC_CH4,Step24_Model2_EQA_CH1,Step25_Model3_EQB_CH4,Step26_Model2_EQB_CH3,Step27_Model3_EQA_CH1,Step28_Model2_EQC_CH4,Step29_Model2_EQA_CH4,Step30_Model1_EQA_CH3,,35.18,42.43,,43.41,,,,65.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,,,,,12,,,,,,,,,,,
L034W08,L034,8,Step1_Model2_EQB_CH2,Step2_Model3_EQA_CH2,Step3_Model1_EQC_CH2,Step4_Model1_EQA_CH3,Step5_Model3_EQA_CH4,Step6_Model1_EQC_CH1,Step7_Model1_EQB_CH3,Step8_Model3_EQA_CH2,Step9_Model1_EQB_CH2,Step10_Model3_EQC_CH1,Step11_Model1_EQB_CH3,Step12_Model2_EQB_CH2,Step13_Model2_EQB_CH3,Step14_Model2_EQC_CH4,Step15_Model1_EQA_CH3,Step16_Model2_EQC_CH4,Step17_Model3_EQB_CH1,Step18_Model1_EQB_CH4,Step19_Model3_EQB_CH4,Step20_Model1_EQA_CH1,Step21_Model3_EQB_CH2,Step22_Model2_EQC_CH1,Step23_Model2_EQC_CH3,Step24_Model2_EQA_CH1,Step25_Model3_EQB_CH3,Step26_Model2_EQB_CH2,Step27_Model3_EQA_CH3,Step28_Model2_EQC_CH1,Step29_Model2_EQA_CH1,Step30_Model1_EQA_CH2,,32.39,,,,,,,,,,,,,,,,36.39,42.89,,,,35.75,,,62.67,,,,46.17,,,47.49,,,,,46.75,,,,58.71,,51.27,,,,,13,,,,,,,,,,,,,,,
L034W09,L034,9,Step1_Model2_EQB_CH1,Step2_Model3_EQA_CH2,Step3_Model1_EQC_CH2,Step4_Model1_EQA_CH1,Step5_Model3_EQA_CH4,Step6_Model1_EQC_CH3,Step7_Model1_EQB_CH4,Step8_Model3_EQA_CH2,Step9_Model1_EQB_CH3,Step10_Model3_EQC_CH4,Step11_Model1_EQB_CH1,Step12_Model2_EQB_CH4,Step13_Model2_EQB_CH3,Step14_Model2_EQC_CH3,Step15_Model1_EQA_CH3,Step16_Model2_EQC_CH3,Step17_Model3_EQB_CH4,Step18_Model1_EQB_CH1,Step19_Model3_EQB_CH1,Step20_Model1_EQA_CH3,Step21_Model3_EQB_CH1,Step22_Model2_EQC_CH4,Step23_Model2_EQC_CH1,Step24_Model2_EQA_CH2,Step25_Model3_EQB_CH1,Step26_Model2_EQB_CH3,Step27_Model3_EQA_CH1,Step28_Model2_EQC_CH1,Step29_Model2_EQA_CH1,Step30_Model1_EQA_CH1,,,,,47.34,,,,,61.47,54.11,,,43.26,,,,,,,,,,,,,33.65,,,,,,,,,,,,62.21,,,,,,,,,,,10,,,,,,,,,,,,,,
L034W10,L034,10,Step1_Model2_EQB_CH2,Step2_Model3_EQA_CH4,Step3_Model1_EQC_CH3,Step4_Model1_EQA_CH3,Step5_Model3_EQA_CH1,Step6_Model1_EQC_CH4,Step7_Model1_EQB_CH1,Step8_Model3_EQA_CH2,Step9_Model1_EQB_CH4,Step10_Model3_EQC_CH4,Step11_Model1_EQB_CH4,Step12_Model2_EQB_CH4,Step13_Model2_EQB_CH1,Step14_Model2_EQC_CH2,Step15_Model1_EQA_CH4,Step16_Model2_EQC_CH3,Step17_Model3_EQB_CH3,Step18_Model1_EQB_CH2,Step19_Model3_EQB_CH3,Step20_Model1_EQA_CH1,Step21_Model3_EQB_CH1,Step22_Model2_EQC_CH2,Step23_Model2_EQC_CH4,Step24_Model2_EQA_CH3,Step25_Model3_EQB_CH3,Step26_Model2_EQB_CH2,Step27_Model3_EQA_CH2,Step28_Model2_EQC_CH3,Step29_Model2_EQA_CH4,Step30_Model1_EQA_CH2,,,,,,,67.59,,,,,,,,,62.97,,,,,,,,35.75,,,,47.14,,48.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L034W11,L034,11,Step1_Model2_EQB_CH1,Step2_Model3_EQA_CH3,Step3_Model1_EQC_CH2,Step4_Model1_EQA_CH2,Step5_Model3_EQA_CH2,Step6_Model1_EQC_CH3,Step7_Model1_EQB_CH1,Step8_Model3_EQA_CH1,Step9_Model1_EQB_CH3,Step10_Model3_EQC_CH2,Step11_Model1_EQB_CH3,Step12_Model2_EQB_CH3,Step13_Model2_EQB_CH2,Step14_Model2_EQC_CH3,Step15_Model1_EQA_CH4,Step16_Model2_EQC_CH1,Step17_Model3_EQB_CH4,Step18_Model1_EQB_CH4,Step19_Model3_EQB_CH4,Step20_Model1_EQA_CH3,Step21_Model3_EQB_CH2,Step22_Model2_EQC_CH3,Step23_Model2_EQC_CH1,Step24_Model2_EQA_CH3,Step25_Model3_EQB_CH3,Step26_Model2_EQB_CH3,Step27_Model3_EQA_CH3,Step28_Model2_EQC_CH4,Step29_Model2_EQA_CH2,Step30_Model1_EQA_CH1,40.14,,,,,,,,,51.98,,,,,,,,41.19,,43.44,,,41.85,,,,,,52.53,,,,,,,,59.32,,62.97,,,,57.61,,,,,33.88,,,,,,,,,,10,,,,,,
L034W12,L034,12,Step1_Model2_EQB_CH1,Step2_Model3_EQA_CH1,Step3_Model1_EQC_CH3,Step4_Model1_EQA_CH1,Step5_Model3_EQA_CH4,Step6_Model1_EQC_CH2,Step7_Model1_EQB_CH3,Step8_Model3_EQA_CH3,Step9_Model1_EQB_CH4,Step10_Model3_EQC_CH1,Step11_Model1_EQB_CH3,Step12_Model2_EQB_CH3,Step13_Model2_EQB_CH4,Step14_Model2_EQC_CH4,Step15_Model1_EQA_CH1,Step16_Model2_EQC_CH2,Step17_Model3_EQB_CH2,Step18_Model1_EQB_CH1,Step19_Model3_EQB_CH2,Step20_Model1_EQA_CH4,Step21_Model3_EQB_CH4,Step22_Model2_EQC_CH4,Step23_Model2_EQC_CH2,Step24_Model2_EQA_CH2,Step25_Model3_EQB_CH3,Step26_Model2_EQB_CH3,Step27_Model3_EQA_CH3,Step28_Model2_EQC_CH2,Step29_Model2_EQA_CH3,Step30_Model1_EQA_CH4,,,,,,,,65.6,67.13,,,,,39.76,,,,,,,,,37.96,,35.62,,,52.2,,,,,,,44.21,58.35,,,,,,,,,,,,33.4,,,,,,,,,,,,,,,,
L034W13,L034,13,Step1_Model2_EQB_CH2,Step2_Model3_EQA_CH1,Step3_Model1_EQC_CH2,Step4_Model1_EQA_CH3,Step5_Model3_EQA_CH2,Step6_Model1_EQC_CH3,Step7_Model1_EQB_CH3,Step8_Model3_EQA_CH1,Step9_Model1_EQB_CH1,Step10_Model3_EQC_CH4,Step11_Model1_EQB_CH3,Step12_Model2_EQB_CH2,Step13_Model2_EQB_CH1,Step14_Model2_EQC_CH1,Step15_Model1_EQA_CH3,Step16_Model2_EQC_CH2,Step17_Model3_EQB_CH1,Step18_Model1_EQB_CH1,Step19_Model3_EQB_CH2,Step20_Model1_EQA_CH1,Step21_Model3_EQB_CH2,Step22_Model2_EQC_CH3,Step23_Model2_EQC_CH1,Step24_Model2_EQA_CH3,Step25_Model3_EQB_CH2,Step26_Model2_EQB_CH3,Step27_Model3_EQA_CH3,Step28_Model2_EQC_CH3,Step29_Model2_EQA_CH4,Step30_Model1_EQA_CH2,,,,45.73,,49.76,,,,66.81,,,,,,,,,,,,,,,,,,,58.44,,,,,,,,56.03,,,,,,,61.1,,,,,,,,,,3,,,,,,,,,,
L034W14,L034,14,Step1_Model2_EQB_CH2,Step2_Model3_EQA_CH2,Step3_Model1_EQC_CH2,Step4_Model1_EQA_CH2,Step5_Model3_EQA_CH1,Step6_Model1_EQC_CH1,Step7_Model1_EQB_CH1,Step8_Model3_EQA_CH3,Step9_Model1_EQB_CH3,Step10_Model3_EQC_CH2,Step11_Model1_EQB_CH4,Step12_Model2_EQB_CH2,Step13_Model2_EQB_CH1,Step14_Model2_EQC_CH2,Step15_Model1_EQA_CH3,Step16_Model2_EQC_CH2,Step17_Model3_EQB_CH1,Step18_Model1_EQB_CH2,Step19_Model3_EQB_CH3,Step20_Model1_EQA_CH4,Step21_Model3_EQB_CH1,Step22_Model2_EQC_CH2,Step23_Model2_EQC_CH3,Step24_Model2_EQA_CH1,Step25_Model3_EQB_CH1,Step26_Model2_EQB_CH3,Step27_Model3_EQA_CH2,Step28_Model2_EQC_CH2,Step29_Model2_EQA_CH2,Step30_Model1_EQA_CH1,,,,42.05,,53.71,,,,61.26,,,,,,,,,,,,,,34.92,,,,,,,,,,,,,,,,,,,,,,55.05,,,,,,,,,,,,,,,,,,
L034W15,L034,15,Step1_Model2_EQB_CH4,Step2_Model3_EQA_CH1,Step3_Model1_EQC_CH2,Step4_Model1_EQA_CH1,Step5_Model3_EQA_CH4,Step6_Model1_EQC_CH1,Step7_Model1_EQB_CH3,Step8_Model3_EQA_CH2,Step9_Model1_EQB_CH2,Step10_Model3_EQC_CH2,Step11_Model1_EQB_CH1,Step12_Model2_EQB_CH1,Step13_Model2_EQB_CH1,Step14_Model2_EQC_CH2,Step15_Model1_EQA_CH1,Step16_Model2_EQC_CH2,Step17_Model3_EQB_CH1,Step18_Model1_EQB_CH2,Step19_Model3_EQB_CH3,Step20_Model1_EQA_CH1,Step21_Model3_EQB_CH2,Step22_Model2_EQC_CH3,Step23_Model2_EQC_CH3,Step24_Model2_EQA_CH4,Step25_Model3_EQB_CH1,Step26_Model2_EQB_CH2,Step27_Model3_EQA_CH4,Step28_Model2_EQC_CH1,Step29_Model2_EQA_CH3,Step30_Model1_EQA_CH1,,,,,,,,68.06,,,,36.99,,,,62.95,,49.64,,,34.3,,,,,,,,57.83,47.87,59.46,,,,,,,,,63.25,,,,,53.87,,49.64,,,,,,,9,,,,,,,,,,
L034W16,L034,16,Step1_Model2_EQB_CH2,Step2_Model3_EQA_CH3,Step3_Model1_EQC_CH4,Step4_Model1_EQA_CH1,Step5_Model3_EQA_CH1,Step6_Model1_EQC_CH4,Step7_Model1_EQB_CH1,Step8_Model3_EQA_CH1,Step9_Model1_EQB_CH1,Step10_Model3_EQC_CH3,Step11_Model1_EQB_CH3,Step12_Model2_EQB_CH2,Step13_Model2_EQB_CH1,Step14_Model2_EQC_CH2,Step15_Model1_EQA_CH3,Step16_Model2_EQC_CH1,Step17_Model3_EQB_CH2,Step18_Model1_EQB_CH1,Step19_Model3_EQB_CH1,Step20_Model1_EQA_CH4,Step21_Model3_EQB_CH2,Step22_Model2_EQC_CH3,Step23_Model2_EQC_CH2,Step24_Model2_EQA_CH2,Step25_Model3_EQB_CH2,Step26_Model2_EQB_CH4,Step27_Model3_EQA_CH1,Step28_Model2_EQC_CH3,Step29_Model2_EQA_CH4,Step30_Model1_EQA_CH3,,,,,46.11,49.35,,,,,59.32,,34.5,,,,,41.39,,,42.74,,,,,,,,,,,,,,,63.07,,59.47,,,,,,57.24,,,,,,,,,,,,,,,,,,,,
L034W17,L034,17,Step1_Model2_EQB_CH4,Step2_Model3_EQA_CH1,Step3_Model1_EQC_CH3,Step4_Model1_EQA_CH2,Step5_Model3_EQA_CH4,Step6_Model1_EQC_CH3,Step7_Model1_EQB_CH1,Step8_Model3_EQA_CH3,Step9_Model1_EQB_CH4,Step10_Model3_EQC_CH1,Step11_Model1_EQB_CH2,Step12_Model2_EQB_CH4,Step13_Model2_EQB_CH4,Step14_Model2_EQC_CH1,Step15_Model1_EQA_CH4,Step16_Model2_EQC_CH3,Step17_Model3_EQB_CH2,Step18_Model1_EQB_CH3,Step19_Model3_EQB_CH1,Step20_Model1_EQA_CH4,Step21_Model3_EQB_CH2,Step22_Model2_EQC_CH1,Step23_Model2_EQC_CH3,Step24_Model2_EQA_CH4,Step25_Model3_EQB_CH4,Step26_Model2_EQB_CH1,Step27_Model3_EQA_CH3,Step28_Model2_EQC_CH4,Step29_Model2_EQA_CH3,Step30_Model1_EQA_CH2,,,,,,,,,,,,,39.27,,,,,,,,,,,40.08,,,,,,,,41.18,,,,,,61.78,,,,,62.51,,,,,,,,,,,,,,9,15,,,,,,
L034W18,L034,18,Step1_Model2_EQB_CH4,Step2_Model3_EQA_CH2,Step3_Model1_EQC_CH4,Step4_Model1_EQA_CH1,Step5_Model3_EQA_CH4,Step6_Model1_EQC_CH4,Step7_Model1_EQB_CH3,Step8_Model3_EQA_CH3,Step9_Model1_EQB_CH2,Step10_Model3_EQC_CH2,Step11_Model1_EQB_CH2,Step12_Model2_EQB_CH4,Step13_Model2_EQB_CH4,Step14_Model2_EQC_CH2,Step15_Model1_EQA_CH1,Step16_Model2_EQC_CH1,Step17_Model3_EQB_CH4,Step18_Model1_EQB_CH1,Step19_Model3_EQB_CH1,Step20_Model1_EQA_CH2,Step21_Model3_EQB_CH1,Step22_Model2_EQC_CH1,Step23_Model2_EQC_CH4,Step24_Model2_EQA_CH4,Step25_Model3_EQB_CH4,Step26_Model2_EQB_CH1,Step27_Model3_EQA_CH2,Step28_Model2_EQC_CH3,Step29_Model2_EQA_CH4,Step30_Model1_EQA_CH4,,,47.76,,,,,,,,,,,,,,,,,,,,,34.7,,63.8,,,,,,,,43.41,,,58.69,,,,,,,65.55,,,59.2,,,,,,,,,,,,,,,,,
L034W19,L034,19,Step1_Model2_EQB_CH4,Step2_Model3_EQA_CH2,Step3_Model1_EQC_CH3,Step4_Model1_EQA_CH3,Step5_Model3_EQA_CH4,Step6_Model1_EQC_CH1,Step7_Model1_EQB_CH4,Step8_Model3_EQA_CH4,Step9_Model1_EQB_CH1,Step10_Model3_EQC_CH1,Step11_Model1_EQB_CH4,Step12_Model2_EQB_CH2,Step13_Model2_EQB_CH2,Step14_Model2_EQC_CH1,Step15_Model1_EQA_CH4,Step16_Model2_EQC_CH2,Step17_Model3_EQB_CH4,Step18_Model1_EQB_CH4,Step19_Model3_EQB_CH4,Step20_Model1_EQA_CH2,Step21_Model3_EQB_CH3,Step22_Model2_EQC_CH4,Step23_Model2_EQC_CH2,Step24_Model2_EQA_CH3,Step25_Model3_EQB_CH1,Step26_Model2_EQB_CH2,Step27_Model3_EQA_CH3,Step28_Model2_EQC_CH2,Step29_Model2_EQA_CH3,Step30_Model1_EQA_CH3,,,,38.69,,,,,,,46.56,,,,,,,,,,40.58,,,,,,,,,44.1,,,,46.81,,,,,,,54.95,,,,,,,,,,,,,,,,,,,,,,,
L034W20,L034,20,Step1_Model2_EQB_CH2,Step2_Model3_EQA_CH1,Step3_Model1_EQC_CH4,Step4_Model1_EQA_CH3,Step5_Model3_EQA_CH4,Step6_Model1_EQC_CH1,Step7_Model1_EQB_CH4,Step8_Model3_EQA_CH4,Step9_Model1_EQB_CH2,Step10_Model3_EQC_CH2,Step11_Model1_EQB_CH1,Step12_Model2_EQB_CH2,Step13_Model2_EQB_CH3,Step14_Model2_EQC_CH1,Step15_Model1_EQA_CH2,Step16_Model2_EQC_CH2,Step17_Model3_EQB_CH1,Step18_Model1_EQB_CH3,Step19_Model3_EQB_CH1,Step20_Model1_EQA_CH2,Step21_Model3_EQB_CH2,Step22_Model2_EQC_CH1,Step23_Model2_EQC_CH3,Step24_Model2_EQA_CH3,Step25_Model3_EQB_CH4,Step26_Model2_EQB_CH3,Step27_Model3_EQA_CH1,Step28_Model2_EQC_CH3,Step29_Model2_EQA_CH3,Step30_Model1_EQA_CH4,39.66,,,40.42,,,,,,,,,,,,,,,,46.47,37.96,,41.13,,,,,,,58.55,,,,39.98,,,,,,62.27,,,,,,47.7,55.36,,,,,,,,,,,,,,,,,
L034W21,L034,21,Step1_Model2_EQB_CH3,Step2_Model3_EQA_CH4,Step3_Model1_EQC_CH4,Step4_Model1_EQA_CH3,Step5_Model3_EQA_CH2,Step6_Model1_EQC_CH1,Step7_Model1_EQB_CH1,Step8_Model3_EQA_CH3,Step9_Model1_EQB_CH1,Step10_Model3_EQC_CH1,Step11_Model1_EQB_CH4,Step12_Model2_EQB_CH2,Step13_Model2_EQB_CH1,Step14_Model2_EQC_CH2,Step15_Model1_EQA_CH1,Step16_Model2_EQC_CH2,Step17_Model3_EQB_CH2,Step18_Model1_EQB_CH1,Step19_Model3_EQB_CH4,Step20_Model1_EQA_CH2,Step21_Model3_EQB_CH2,Step22_Model2_EQC_CH1,Step23_Model2_EQC_CH2,Step24_Model2_EQA_CH2,Step25_Model3_EQB_CH4,Step26_Model2_EQB_CH2,Step27_Model3_EQA_CH4,Step28_Model2_EQC_CH2,Step29_Model2_EQA_CH2,Step30_Model1_EQA_CH4,,,,,,,64.09,,,,,,,,,59.28,,,,,39.54,38.88,,,,,,,,,,,,,,,,,,,,,,61.9,,,,,,,,,,,,,,,,,,,,
L034W22,L034,22,Step1_Model2_EQB_CH4,Step2_Model3_EQA_CH3,Step3_Model1_EQC_CH2,Step4_Model1_EQA_CH4,Step5_Model3_EQA_CH2,Step6_Model1_EQC_CH2,Step7_Model1_EQB_CH2,Step8_Model3_EQA_CH1,Step9_Model1_EQB_CH3,Step10_Model3_EQC_CH1,Step11_Model1_EQB_CH3,Step12_Model2_EQB_CH2,Step13_Model2_EQB_CH2,Step14_Model2_EQC_CH4,Step15_Model1_EQA_CH3,Step16_Model2_EQC_CH3,Step17_Model3_EQB_CH1,Step18_Model1_EQB_CH3,Step19_Model3_EQB_CH2,Step20_Model1_EQA_CH4,Step21_Model3_EQB_CH1,Step22_Model2_EQC_CH4,Step23_Model2_EQC_CH3,Step24_Model2_EQA_CH3,Step25_Model3_EQB_CH1,Step26_Model2_EQB_CH3,Step27_Model3_EQA_CH4,Step28_Model2_EQC_CH2,Step29_Model2_EQA_CH1,Step30_Model1_EQA_CH3,,37.12,,,,,,,,,,,,,,,,43.12,,,,41.78,,,,,,,,,,,,,,,,,,,,,,65.22,54.26,,,,,,,7,,,,,,,,,,,,
L034W23,L034,23,Step1_Model2_EQB_CH4,Step2_Model3_EQA_CH2,Step3_Model1_EQC_CH3,Step4_Model1_EQA_CH1,Step5_Model3_EQA_CH3,Step6_Model1_EQC_CH3,Step7_Model1_EQB_CH3,Step8_Model3_EQA_CH2,Step9_Model1_EQB_CH2,Step10_Model3_EQC_CH3,Step11_Model1_EQB_CH3,Step12_Model2_EQB_CH1,Step13_Model2_EQB_CH3,Step14_Model2_EQC_CH4,Step15_Model1_EQA_CH4,Step16_Model2_EQC_CH1,Step17_Model3_EQB_CH2,Step18_Model1_EQB_CH3,Step19_Model3_EQB_CH1,Step20_Model1_EQA_CH2,Step21_Model3_EQB_CH1,Step22_Model2_EQC_CH2,Step23_Model2_EQC_CH3,Step24_Model2_EQA_CH1,Step25_Model3_EQB_CH3,Step26_Model2_EQB_CH1,Step27_Model3_EQA_CH2,Step28_Model2_EQC_CH1,Step29_Model2_EQA_CH4,Step30_Model1_EQA_CH4,,,,,,,,,,65.46,,,43.97,,,,60.81,45.65,,,,,35.66,,,,,,,,,,,,,,,,,,,,,,60.07,,,,,,,,,,,,,,,,,,,
L034W24,L034,24,Step1_Model2_EQB_CH1,Step2_Model3_EQA_CH4,Step3_Model1_EQC_CH3,Step4_Model1_EQA_CH4,Step5_Model3_EQA_CH4,Step6_Model1_EQC_CH3,Step7_Model1_EQB_CH3,Step8_Model3_EQA_CH2,Step9_Model1_EQB_CH3,Step10_Model3_EQC_CH1,Step11_Model1_EQB_CH4,Step12_Model2_EQB_CH2,Step13_Model2_EQB_CH3,Step14_Model2_EQC_CH4,Step15_Model1_EQA_CH1,Step16_Model2_EQC_CH1,Step17_Model3_EQB_CH2,Step18_Model1_EQB_CH1,Step19_Model3_EQB_CH4,Step20_Model1_EQA_CH3,Step21_Model3_EQB_CH1,Step22_Model2_EQC_CH3,Step23_Model2_EQC_CH4,Step24_Model2_EQA_CH4,Step25_Model3_EQB_CH3,Step26_Model2_EQB_CH4,Step27_Model3_EQA_CH2,Step28_Model2_EQC_CH1,Step29_Model2_EQA_CH2,Step30_Model1_EQA_CH2,,38.74,,,,,,,,,,,,,,,,,44.35,,,34.83,56,,,,,,,,,45.21,,,,61.71,,61.48,62.17,64.26,,,,,,,,39.75,,,,,,,,,,,,,,,,
L034W25,L034,25,Step1_Model2_EQB_CH2,Step2_Model3_EQA_CH3,Step3_Model1_EQC_CH3,Step4_Model1_EQA_CH4,Step5_Model3_EQA_CH3,Step6_Model1_EQC_CH4,Step7_Model1_EQB_CH3,Step8_Model3_EQA_CH4,Step9_Model1_EQB_CH1,Step10_Model3_EQC_CH4,Step11_Model1_EQB_CH1,Step12_Model2_EQB_CH4,Step13_Model2_EQB_CH3,Step14_Model2_EQC_CH3,Step15_Model1_EQA_CH1,Step16_Model2_EQC_CH2,Step17_Model3_EQB_CH2,Step18_Model1_EQB_CH4,Step19_Model3_EQB_CH3,Step20_Model1_EQA_CH2,Step21_Model3_EQB_CH3,Step22_Model2_EQC_CH3,Step23_Model2_EQC_CH3,Step24_Model2_EQA_CH4,Step25_Model3_EQB_CH1,Step26_Model2_EQB_CH4,Step27_Model3_EQA_CH2,Step28_Model2_EQC_CH1,Step29_Model2_EQA_CH2,Step30_Model1_EQA_CH1,,,45.94,,,52.31,60.86,,,,,,,,,,,46.63,,,,,,,,,,54.94,,,61.05,,,,45.28,,,61.53,,,,55.38,,,,,,,,,,,,,,,,,,,,,,
