Lot_Wafer_ID,Lot_ID,Wafer_Slot,Step1_Config,Step2_Config,Step3_Config,Step4_Config,Step5_Config,Step6_Config,Step7_Config,Step8_Config,Step9_Config,Step10_Config,Step11_Config,Step12_Config,Step13_Config,Step14_Config,Step15_Config,Step16_Config,Step17_Config,Step18_Config,Step19_Config,Step20_Config,Step21_Config,Step22_Config,Step23_Config,Step24_Config,Step25_Config,Step26_Config,Step27_Config,Step28_Config,Step29_Config,Step30_Config,Step1_R1,Step2_R1,Step3_R1,Step4_R1,Step4_R2,Step5_R1,Step6_R1,Step6_R2,Step7_R1,Step7_R2,Step8_R1,Step9_R1,Step9_R2,Step10_R1,Step11_R1,Step12_R1,Step12_R2,Step13_R1,Step13_R2,Step13_R3,Step14_R1,Step14_R2,Step14_R3,Step15_R1,Step15_R2,Step16_R1,Step17_R1,Step18_R1,Step19_R1,Step20_R1,Step21_R1,Step22_R1,Step22_R2,Step22_R3,Step23_R1,Step24_R1,Step24_R2,Step25_R1,Step25_R2,Step25_R3,Step26_R1,Step27_R1,Step28_R1,Step28_R2,Step28_R3,Step29_R1,Step29_R2,Step30_R1,Step1_D1,Step6_D1,Step8_D1,Step11_D1,Step13_D1,Step14_D1,Step21_D1,Step22_D1,Step27_D1,Step30_D1,Y,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
L287W23,L287,23,Step1_Model3_EQB_CH4,Step2_Model1_EQA_CH2,Step3_Model3_EQC_CH1,Step4_Model2_EQC_CH4,Step5_Model2_EQA_CH4,Step6_Model2_EQC_CH2,Step7_Model2_EQC_CH3,Step8_Model1_EQA_CH3,Step9_Model3_EQB_CH4,Step10_Model3_EQB_CH3,Step11_Model1_EQA_CH1,Step12_Model1_EQC_CH3,Step13_Model2_EQA_CH2,Step14_Model3_EQB_CH1,Step15_Model1_EQA_CH1,Step16_Model1_EQA_CH1,Step17_Model3_EQA_CH2,Step18_Model1_EQC_CH4,Step19_Model1_EQA_CH2,Step20_Model3_EQC_CH4,Step21_Model2_EQA_CH1,Step22_Model1_EQB_CH4,Step23_Model1_EQB_CH1,Step24_Model1_EQA_CH3,Step25_Model3_EQB_CH4,Step26_Model2_EQB_CH1,Step27_Model2_EQB_CH2,Step28_Model1_EQB_CH3,Step29_Model1_EQC_CH1,Step30_Model2_EQB_CH2,,,,,,,,,60.68,,,,,,,,,,,,,,41.34,,35.09,,,61.13,,,,,,,,,,,64.79,60.23,,,61.77,,,,,,,,,,,,,,,,,,,,,,,,,,
L287W24,L287,24,Step1_Model3_EQB_CH1,Step2_Model1_EQA_CH1,Step3_Model3_EQC_CH4,Step4_Model2_EQC_CH1,Step5_Model2_EQA_CH3,Step6_Model2_EQC_CH3,Step7_Model2_EQC_CH1,Step8_Model1_EQA_CH2,Step9_Model3_EQB_CH1,Step10_Model3_EQB_CH1,Step11_Model1_EQA_CH4,Step12_Model1_EQC_CH3,Step13_Model2_EQA_CH1,Step14_Model3_EQB_CH1,Step15_Model1_EQA_CH3,Step16_Model1_EQA_CH4,Step17_Model3_EQA_CH2,Step18_Model1_EQC_CH3,Step19_Model1_EQA_CH3,Step20_Model3_EQC_CH2,Step21_Model2_EQA_CH2,Step22_Model1_EQB_CH2,Step23_Model1_EQB_CH2,Step24_Model1_EQA_CH2,Step25_Model3_EQB_CH3,Step26_Model2_EQB_CH2,Step27_Model2_EQB_CH1,Step28_Model1_EQB_CH4,Step29_Model1_EQC_CH2,Step30_Model2_EQB_CH3,,,,,,,,,,,,,,,,,,,,,36.45,,,,37.74,,40.91,,,,64.94,,,,,62.97,,,58.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L287W25,L287,25,Step1_Model3_EQB_CH1,Step2_Model1_EQA_CH2,Step3_Model3_EQC_CH1,Step4_Model2_EQC_CH4,Step5_Model2_EQA_CH3,Step6_Model2_EQC_CH2,Step7_Model2_EQC_CH3,Step8_Model1_EQA_CH3,Step9_Model3_EQB_CH2,Step10_Model3_EQB_CH2,Step11_Model1_EQA_CH1,Step12_Model1_EQC_CH4,Step13_Model2_EQA_CH2,Step14_Model3_EQB_CH1,Step15_Model1_EQA_CH4,Step16_Model1_EQA_CH4,Step17_Model3_EQA_CH3,Step18_Model1_EQC_CH3,Step19_Model1_EQA_CH2,Step20_Model3_EQC_CH2,Step21_Model2_EQA_CH3,Step22_Model1_EQB_CH2,Step23_Model1_EQB_CH2,Step24_Model1_EQA_CH4,Step25_Model3_EQB_CH1,Step26_Model2_EQB_CH2,Step27_Model2_EQB_CH4,Step28_Model1_EQB_CH1,Step29_Model1_EQC_CH2,Step30_Model2_EQB_CH3,,,,,,,,58.19,,,,,,,,,,43.18,41.7,,34.45,,,,41.24,,,,58.34,,,,,,,65.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L288W01,L288,1,Step1_Model3_EQA_CH4,Step2_Model1_EQA_CH1,Step3_Model1_EQA_CH3,Step4_Model1_EQB_CH4,Step5_Model2_EQC_CH2,Step6_Model3_EQA_CH3,Step7_Model1_EQA_CH2,Step8_Model2_EQA_CH2,Step9_Model3_EQC_CH4,Step10_Model1_EQC_CH3,Step11_Model1_EQC_CH3,Step12_Model1_EQA_CH4,Step13_Model3_EQB_CH3,Step14_Model3_EQA_CH2,Step15_Model2_EQC_CH3,Step16_Model2_EQA_CH4,Step17_Model1_EQA_CH2,Step18_Model1_EQB_CH2,Step19_Model1_EQC_CH1,Step20_Model2_EQB_CH1,Step21_Model3_EQA_CH4,Step22_Model3_EQC_CH4,Step23_Model3_EQC_CH3,Step24_Model2_EQC_CH3,Step25_Model3_EQB_CH3,Step26_Model1_EQC_CH1,Step27_Model1_EQC_CH4,Step28_Model1_EQC_CH4,Step29_Model3_EQB_CH4,Step30_Model3_EQB_CH1,,,,,,,,,,,54.83,45.58,,,,,59.88,,48.9,43.62,,,,,40.42,56.39,,,,,,,,50.04,,,56.88,,,,,,,,,,,33.46,,,,,,7,,,,,,,,,,,,,,,
L288W02,L288,2,Step1_Model3_EQA_CH2,Step2_Model1_EQA_CH3,Step3_Model1_EQA_CH4,Step4_Model1_EQB_CH3,Step5_Model2_EQC_CH4,Step6_Model3_EQA_CH4,Step7_Model1_EQA_CH2,Step8_Model2_EQA_CH2,Step9_Model3_EQC_CH1,Step10_Model1_EQC_CH4,Step11_Model1_EQC_CH4,Step12_Model1_EQA_CH3,Step13_Model3_EQB_CH2,Step14_Model3_EQA_CH1,Step15_Model2_EQC_CH1,Step16_Model2_EQA_CH1,Step17_Model1_EQA_CH4,Step18_Model1_EQB_CH1,Step19_Model1_EQC_CH1,Step20_Model2_EQB_CH4,Step21_Model3_EQA_CH4,Step22_Model3_EQC_CH3,Step23_Model3_EQC_CH3,Step24_Model2_EQC_CH1,Step25_Model3_EQB_CH3,Step26_Model1_EQC_CH4,Step27_Model1_EQC_CH1,Step28_Model1_EQC_CH4,Step29_Model3_EQB_CH1,Step30_Model3_EQB_CH3,,,39.27,,,,69.13,,,,,35.66,,,,,,,,,,,,,,,,59.39,,,64.04,,,,,,,,,,,,,,,,,,,,,,,,,5,7,,,,,,,,,,,,
L288W03,L288,3,Step1_Model3_EQA_CH2,Step2_Model1_EQA_CH1,Step3_Model1_EQA_CH3,Step4_Model1_EQB_CH1,Step5_Model2_EQC_CH2,Step6_Model3_EQA_CH1,Step7_Model1_EQA_CH4,Step8_Model2_EQA_CH1,Step9_Model3_EQC_CH1,Step10_Model1_EQC_CH1,Step11_Model1_EQC_CH3,Step12_Model1_EQA_CH2,Step13_Model3_EQB_CH4,Step14_Model3_EQA_CH2,Step15_Model2_EQC_CH3,Step16_Model2_EQA_CH3,Step17_Model1_EQA_CH4,Step18_Model1_EQB_CH2,Step19_Model1_EQC_CH3,Step20_Model2_EQB_CH1,Step21_Model3_EQA_CH1,Step22_Model3_EQC_CH1,Step23_Model3_EQC_CH3,Step24_Model2_EQC_CH3,Step25_Model3_EQB_CH4,Step26_Model1_EQC_CH4,Step27_Model1_EQC_CH3,Step28_Model1_EQC_CH4,Step29_Model3_EQB_CH3,Step30_Model3_EQB_CH3,,,,,,,,,,70.16,,,,,41.92,,,,,,,,,37.12,,,33.29,,,,,,45.72,43.67,,,,,,,,,,,59.63,,,,,,,,,,9,,,,,,,,,,,,,,
L288W04,L288,4,Step1_Model3_EQA_CH3,Step2_Model1_EQA_CH1,Step3_Model1_EQA_CH2,Step4_Model1_EQB_CH2,Step5_Model2_EQC_CH3,Step6_Model3_EQA_CH1,Step7_Model1_EQA_CH2,Step8_Model2_EQA_CH2,Step9_Model3_EQC_CH4,Step10_Model1_EQC_CH3,Step11_Model1_EQC_CH4,Step12_Model1_EQA_CH1,Step13_Model3_EQB_CH2,Step14_Model3_EQA_CH3,Step15_Model2_EQC_CH3,Step16_Model2_EQA_CH1,Step17_Model1_EQA_CH4,Step18_Model1_EQB_CH2,Step19_Model1_EQC_CH3,Step20_Model2_EQB_CH4,Step21_Model3_EQA_CH2,Step22_Model3_EQC_CH1,Step23_Model3_EQC_CH1,Step24_Model2_EQC_CH1,Step25_Model3_EQB_CH1,Step26_Model1_EQC_CH4,Step27_Model1_EQC_CH4,Step28_Model1_EQC_CH1,Step29_Model3_EQB_CH4,Step30_Model3_EQB_CH1,37.26,37.19,,,,,64.92,,63.06,,,36.43,,,,,,,49.68,,,,,,38.7,,,,,,,,,,,,,63.51,,,,,,,,,,39.1,,,,,,,,,,,,,,,,,,,,,
L288W05,L288,5,Step1_Model3_EQA_CH1,Step2_Model1_EQA_CH2,Step3_Model1_EQA_CH3,Step4_Model1_EQB_CH4,Step5_Model2_EQC_CH1,Step6_Model3_EQA_CH4,Step7_Model1_EQA_CH3,Step8_Model2_EQA_CH3,Step9_Model3_EQC_CH4,Step10_Model1_EQC_CH3,Step11_Model1_EQC_CH3,Step12_Model1_EQA_CH4,Step13_Model3_EQB_CH1,Step14_Model3_EQA_CH3,Step15_Model2_EQC_CH3,Step16_Model2_EQA_CH1,Step17_Model1_EQA_CH4,Step18_Model1_EQB_CH1,Step19_Model1_EQC_CH4,Step20_Model2_EQB_CH2,Step21_Model3_EQA_CH3,Step22_Model3_EQC_CH2,Step23_Model3_EQC_CH1,Step24_Model2_EQC_CH2,Step25_Model3_EQB_CH2,Step26_Model1_EQC_CH2,Step27_Model1_EQC_CH4,Step28_Model1_EQC_CH3,Step29_Model3_EQB_CH4,Step30_Model3_EQB_CH4,,,39.02,,,,,,,,,,,,,,,,52.62,,,,,,,,,,,,,,,,,,,,,,38.02,51.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
L288W06,L288,6,Step1_Model3_EQA_CH2,Step2_Model1_EQA_CH3,Step3_Model1_EQA_CH4,Step4_Model1_EQB_CH2,Step5_Model2_EQC_CH1,Step6_Model3_EQA_CH4,Step7_Model1_EQA_CH3,Step8_Model2_EQA_CH4,Step9_Model3_EQC_CH2,Step10_Model1_EQC_CH2,Step11_Model1_EQC_CH4,Step12_Model1_EQA_CH4,Step13_Model3_EQB_CH3,Step14_Model3_EQA_CH1,Step15_Model2_EQC_CH3,Step16_Model2_EQA_CH2,Step17_Model1_EQA_CH2,Step18_Model1_EQB_CH1,Step19_Model1_EQC_CH1,Step20_Model2_EQB_CH1,Step21_Model3_EQA_CH4,Step22_Model3_EQC_CH3,Step23_Model3_EQC_CH4,Step24_Model2_EQC_CH2,Step25_Model3_EQB_CH3,Step26_Model1_EQC_CH1,Step27_Model1_EQC_CH2,Step28_Model1_EQC_CH3,Step29_Model3_EQB_CH3,Step30_Model3_EQB_CH4,,,44.7,43.36,,,,,,,,,,,,,,43.86,,,,,,,,,,,,,65.51,,45.62,,42.33,66.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L288W07,L288,7,Step1_Model3_EQA_CH3,Step2_Model1_EQA_CH3,Step3_Model1_EQA_CH2,Step4_Model1_EQB_CH3,Step5_Model2_EQC_CH2,Step6_Model3_EQA_CH2,Step7_Model1_EQA_CH4,Step8_Model2_EQA_CH4,Step9_Model3_EQC_CH3,Step10_Model1_EQC_CH2,Step11_Model1_EQC_CH3,Step12_Model1_EQA_CH4,Step13_Model3_EQB_CH1,Step14_Model3_EQA_CH3,Step15_Model2_EQC_CH4,Step16_Model2_EQA_CH2,Step17_Model1_EQA_CH2,Step18_Model1_EQB_CH4,Step19_Model1_EQC_CH1,Step20_Model2_EQB_CH3,Step21_Model3_EQA_CH1,Step22_Model3_EQC_CH4,Step23_Model3_EQC_CH3,Step24_Model2_EQC_CH1,Step25_Model3_EQB_CH3,Step26_Model1_EQC_CH4,Step27_Model1_EQC_CH1,Step28_Model1_EQC_CH3,Step29_Model3_EQB_CH1,Step30_Model3_EQB_CH1,,,40.28,,,,,,,,47.84,,,,,,,,,,,,,,,62.81,,,,45.96,63.12,,,45.68,,56.57,,60.02,,61.99,,59.42,58.76,,,,,,,,,,,,,,,,,,,,,,,,,,
L288W08,L288,8,Step1_Model3_EQA_CH2,Step2_Model1_EQA_CH2,Step3_Model1_EQA_CH2,Step4_Model1_EQB_CH1,Step5_Model2_EQC_CH3,Step6_Model3_EQA_CH1,Step7_Model1_EQA_CH3,Step8_Model2_EQA_CH1,Step9_Model3_EQC_CH1,Step10_Model1_EQC_CH2,Step11_Model1_EQC_CH3,Step12_Model1_EQA_CH1,Step13_Model3_EQB_CH4,Step14_Model3_EQA_CH4,Step15_Model2_EQC_CH2,Step16_Model2_EQA_CH3,Step17_Model1_EQA_CH3,Step18_Model1_EQB_CH3,Step19_Model1_EQC_CH3,Step20_Model2_EQB_CH4,Step21_Model3_EQA_CH1,Step22_Model3_EQC_CH4,Step23_Model3_EQC_CH2,Step24_Model2_EQC_CH1,Step25_Model3_EQB_CH2,Step26_Model1_EQC_CH1,Step27_Model1_EQC_CH1,Step28_Model1_EQC_CH4,Step29_Model3_EQB_CH2,Step30_Model3_EQB_CH2,37.2,38.05,39.44,,,,,64.52,,64.49,,,,,,,,,,,,,47.8,,,,,64.14,,45.42,,,,,,,,,,,,,,,,,61.12,,,,,,,,,,,,,,,,,,,,,,
L288W09,L288,9,Step1_Model3_EQA_CH3,Step2_Model1_EQA_CH4,Step3_Model1_EQA_CH2,Step4_Model1_EQB_CH2,Step5_Model2_EQC_CH3,Step6_Model3_EQA_CH1,Step7_Model1_EQA_CH4,Step8_Model2_EQA_CH1,Step9_Model3_EQC_CH3,Step10_Model1_EQC_CH2,Step11_Model1_EQC_CH3,Step12_Model1_EQA_CH1,Step13_Model3_EQB_CH3,Step14_Model3_EQA_CH2,Step15_Model2_EQC_CH3,Step16_Model2_EQA_CH3,Step17_Model1_EQA_CH3,Step18_Model1_EQB_CH1,Step19_Model1_EQC_CH3,Step20_Model2_EQB_CH2,Step21_Model3_EQA_CH1,Step22_Model3_EQC_CH4,Step23_Model3_EQC_CH1,Step24_Model2_EQC_CH1,Step25_Model3_EQB_CH2,Step26_Model1_EQC_CH2,Step27_Model1_EQC_CH3,Step28_Model1_EQC_CH1,Step29_Model3_EQB_CH2,Step30_Model3_EQB_CH2,,,,,,,,61.36,,,,37.26,,,,,,,,43.54,,,,,,,,,,47.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L288W10,L288,10,Step1_Model3_EQA_CH1,Step2_Model1_EQA_CH4,Step3_Model1_EQA_CH3,Step4_Model1_EQB_CH2,Step5_Model2_EQC_CH4,Step6_Model3_EQA_CH4,Step7_Model1_EQA_CH2,Step8_Model2_EQA_CH1,Step9_Model3_EQC_CH1,Step10_Model1_EQC_CH2,Step11_Model1_EQC_CH4,Step12_Model1_EQA_CH2,Step13_Model3_EQB_CH2,Step14_Model3_EQA_CH4,Step15_Model2_EQC_CH1,Step16_Model2_EQA_CH4,Step17_Model1_EQA_CH1,Step18_Model1_EQB_CH4,Step19_Model1_EQC_CH1,Step20_Model2_EQB_CH2,Step21_Model3_EQA_CH1,Step22_Model3_EQC_CH3,Step23_Model3_EQC_CH1,Step24_Model2_EQC_CH3,Step25_Model3_EQB_CH1,Step26_Model1_EQC_CH3,Step27_Model1_EQC_CH1,Step28_Model1_EQC_CH2,Step29_Model3_EQB_CH1,Step30_Model3_EQB_CH2,,,,,42.89,49.07,,,,,,,,,,,,,43.45,,,,,,,,,,58.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L288W11,L288,11,Step1_Model3_EQA_CH1,Step2_Model1_EQA_CH2,Step3_Model1_EQA_CH3,Step4_Model1_EQB_CH2,Step5_Model2_EQC_CH2,Step6_Model3_EQA_CH4,Step7_Model1_EQA_CH4,Step8_Model2_EQA_CH2,Step9_Model3_EQC_CH4,Step10_Model1_EQC_CH3,Step11_Model1_EQC_CH2,Step12_Model1_EQA_CH2,Step13_Model3_EQB_CH2,Step14_Model3_EQA_CH1,Step15_Model2_EQC_CH4,Step16_Model2_EQA_CH4,Step17_Model1_EQA_CH4,Step18_Model1_EQB_CH1,Step19_Model1_EQC_CH4,Step20_Model2_EQB_CH3,Step21_Model3_EQA_CH2,Step22_Model3_EQC_CH2,Step23_Model3_EQC_CH4,Step24_Model2_EQC_CH1,Step25_Model3_EQB_CH2,Step26_Model1_EQC_CH3,Step27_Model1_EQC_CH3,Step28_Model1_EQC_CH2,Step29_Model3_EQB_CH2,Step30_Model3_EQB_CH3,37.23,,,,,,,,,,,39.44,,,,,,,44.72,,,,,,42.09,,34,,55.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,
L288W12,L288,12,Step1_Model3_EQA_CH4,Step2_Model1_EQA_CH1,Step3_Model1_EQA_CH3,Step4_Model1_EQB_CH2,Step5_Model2_EQC_CH2,Step6_Model3_EQA_CH3,Step7_Model1_EQA_CH4,Step8_Model2_EQA_CH2,Step9_Model3_EQC_CH2,Step10_Model1_EQC_CH4,Step11_Model1_EQC_CH4,Step12_Model1_EQA_CH2,Step13_Model3_EQB_CH4,Step14_Model3_EQA_CH3,Step15_Model2_EQC_CH3,Step16_Model2_EQA_CH1,Step17_Model1_EQA_CH1,Step18_Model1_EQB_CH3,Step19_Model1_EQC_CH2,Step20_Model2_EQB_CH2,Step21_Model3_EQA_CH2,Step22_Model3_EQC_CH4,Step23_Model3_EQC_CH2,Step24_Model2_EQC_CH3,Step25_Model3_EQB_CH3,Step26_Model1_EQC_CH1,Step27_Model1_EQC_CH1,Step28_Model1_EQC_CH4,Step29_Model3_EQB_CH4,Step30_Model3_EQB_CH4,,,,,,,,,,,,41.52,,,,,,,,,,,,32.74,,63.69,,,,45.29,,,,,,,,61.82,,62.27,,,,,,55.46,,,,,12,,,,,,,,,,,,,,,,,,
L288W13,L288,13,Step1_Model3_EQA_CH4,Step2_Model1_EQA_CH1,Step3_Model1_EQA_CH2,Step4_Model1_EQB_CH2,Step5_Model2_EQC_CH4,Step6_Model3_EQA_CH2,Step7_Model1_EQA_CH2,Step8_Model2_EQA_CH1,Step9_Model3_EQC_CH1,Step10_Model1_EQC_CH3,Step11_Model1_EQC_CH3,Step12_Model1_EQA_CH4,Step13_Model3_EQB_CH1,Step14_Model3_EQA_CH4,Step15_Model2_EQC_CH4,Step16_Model2_EQA_CH1,Step17_Model1_EQA_CH2,Step18_Model1_EQB_CH1,Step19_Model1_EQC_CH2,Step20_Model2_EQB_CH3,Step21_Model3_EQA_CH4,Step22_Model3_EQC_CH4,Step23_Model3_EQC_CH3,Step24_Model2_EQC_CH4,Step25_Model3_EQB_CH3,Step26_Model1_EQC_CH1,Step27_Model1_EQC_CH1,Step28_Model1_EQC_CH4,Step29_Model3_EQB_CH3,Step30_Model3_EQB_CH3,,,,,,50.41,,,,,,,,,,,58.84,,,,,39.09,34.66,,,59.5,40.55,,,,,,,40.9,,,57.01,,,,38.53,,,,,,,,,,16,,,,,,,,,,,,,,,,,,
L288W14,L288,14,Step1_Model3_EQA_CH3,Step2_Model1_EQA_CH3,Step3_Model1_EQA_CH4,Step4_Model1_EQB_CH4,Step5_Model2_EQC_CH3,Step6_Model3_EQA_CH3,Step7_Model1_EQA_CH4,Step8_Model2_EQA_CH4,Step9_Model3_EQC_CH4,Step10_Model1_EQC_CH2,Step11_Model1_EQC_CH4,Step12_Model1_EQA_CH1,Step13_Model3_EQB_CH2,Step14_Model3_EQA_CH2,Step15_Model2_EQC_CH1,Step16_Model2_EQA_CH4,Step17_Model1_EQA_CH2,Step18_Model1_EQB_CH3,Step19_Model1_EQC_CH2,Step20_Model2_EQB_CH4,Step21_Model3_EQA_CH3,Step22_Model3_EQC_CH1,Step23_Model3_EQC_CH1,Step24_Model2_EQC_CH3,Step25_Model3_EQB_CH2,Step26_Model1_EQC_CH3,Step27_Model1_EQC_CH2,Step28_Model1_EQC_CH1,Step29_Model3_EQB_CH4,Step30_Model3_EQB_CH3,,,,,,,,,,,,,,,,,,,,43.84,,38.23,35.04,,,62.16,,,,,,43.92,,,,,,63.1,,,40.52,,,,56.72,49.52,,32.62,,,,,,,,,,,,,,,,,,,,,
L288W15,L288,15,Step1_Model3_EQA_CH4,Step2_Model1_EQA_CH4,Step3_Model1_EQA_CH4,Step4_Model1_EQB_CH4,Step5_Model2_EQC_CH2,Step6_Model3_EQA_CH2,Step7_Model1_EQA_CH3,Step8_Model2_EQA_CH2,Step9_Model3_EQC_CH2,Step10_Model1_EQC_CH2,Step11_Model1_EQC_CH3,Step12_Model1_EQA_CH2,Step13_Model3_EQB_CH2,Step14_Model3_EQA_CH3,Step15_Model2_EQC_CH1,Step16_Model2_EQA_CH4,Step17_Model1_EQA_CH2,Step18_Model1_EQB_CH4,Step19_Model1_EQC_CH4,Step20_Model2_EQB_CH3,Step21_Model3_EQA_CH1,Step22_Model3_EQC_CH4,Step23_Model3_EQC_CH3,Step24_Model2_EQC_CH1,Step25_Model3_EQB_CH3,Step26_Model1_EQC_CH4,Step27_Model1_EQC_CH3,Step28_Model1_EQC_CH2,Step29_Model3_EQB_CH3,Step30_Model3_EQB_CH4,,,,,,,,58.88,,,,,,,,,,,,,,,,,36.79,,,58.03,,,,,44.31,,,,,,,,,54.67,,,60.9,,,,,,,,,,,,,,,,,,,,,,,,
L288W16,L288,16,Step1_Model3_EQA_CH1,Step2_Model1_EQA_CH4,Step3_Model1_EQA_CH3,Step4_Model1_EQB_CH3,Step5_Model2_EQC_CH4,Step6_Model3_EQA_CH2,Step7_Model1_EQA_CH3,Step8_Model2_EQA_CH4,Step9_Model3_EQC_CH1,Step10_Model1_EQC_CH4,Step11_Model1_EQC_CH3,Step12_Model1_EQA_CH3,Step13_Model3_EQB_CH3,Step14_Model3_EQA_CH1,Step15_Model2_EQC_CH2,Step16_Model2_EQA_CH2,Step17_Model1_EQA_CH2,Step18_Model1_EQB_CH3,Step19_Model1_EQC_CH2,Step20_Model2_EQB_CH4,Step21_Model3_EQA_CH2,Step22_Model3_EQC_CH2,Step23_Model3_EQC_CH4,Step24_Model2_EQC_CH3,Step25_Model3_EQB_CH3,Step26_Model1_EQC_CH1,Step27_Model1_EQC_CH4,Step28_Model1_EQC_CH3,Step29_Model3_EQB_CH4,Step30_Model3_EQB_CH4,,,,,,,,65.19,,,,40.58,,,,,,,,,,,,,,,,,,,,41.52,,,,65.58,,,,,,,,,,56.9,,,,,,,8,,,,,,,,,,,,,,,,
L288W17,L288,17,Step1_Model3_EQA_CH4,Step2_Model1_EQA_CH1,Step3_Model1_EQA_CH1,Step4_Model1_EQB_CH4,Step5_Model2_EQC_CH4,Step6_Model3_EQA_CH2,Step7_Model1_EQA_CH2,Step8_Model2_EQA_CH2,Step9_Model3_EQC_CH4,Step10_Model1_EQC_CH1,Step11_Model1_EQC_CH4,Step12_Model1_EQA_CH3,Step13_Model3_EQB_CH2,Step14_Model3_EQA_CH4,Step15_Model2_EQC_CH3,Step16_Model2_EQA_CH3,Step17_Model1_EQA_CH2,Step18_Model1_EQB_CH4,Step19_Model1_EQC_CH4,Step20_Model2_EQB_CH2,Step21_Model3_EQA_CH3,Step22_Model3_EQC_CH4,Step23_Model3_EQC_CH4,Step24_Model2_EQC_CH3,Step25_Model3_EQB_CH2,Step26_Model1_EQC_CH4,Step27_Model1_EQC_CH1,Step28_Model1_EQC_CH2,Step29_Model3_EQB_CH3,Step30_Model3_EQB_CH3,,,,,,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.14,,40.06,62.71,,,,,54.1,,,,,,,,,,,,,,,,,,,,,,
L288W18,L288,18,Step1_Model3_EQA_CH4,Step2_Model1_EQA_CH4,Step3_Model1_EQA_CH4,Step4_Model1_EQB_CH1,Step5_Model2_EQC_CH2,Step6_Model3_EQA_CH3,Step7_Model1_EQA_CH2,Step8_Model2_EQA_CH4,Step9_Model3_EQC_CH3,Step10_Model1_EQC_CH4,Step11_Model1_EQC_CH2,Step12_Model1_EQA_CH1,Step13_Model3_EQB_CH3,Step14_Model3_EQA_CH1,Step15_Model2_EQC_CH1,Step16_Model2_EQA_CH2,Step17_Model1_EQA_CH1,Step18_Model1_EQB_CH2,Step19_Model1_EQC_CH1,Step20_Model2_EQB_CH3,Step21_Model3_EQA_CH1,Step22_Model3_EQC_CH4,Step23_Model3_EQC_CH2,Step24_Model2_EQC_CH1,Step25_Model3_EQB_CH2,Step26_Model1_EQC_CH4,Step27_Model1_EQC_CH4,Step28_Model1_EQC_CH4,Step29_Model3_EQB_CH4,Step30_Model3_EQB_CH3,,,,,44.53,,,,,,,,,,,,,39.85,,,,39.08,,,,,,,,,,,,,,,,,,65.26,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
L288W19,L288,19,Step1_Model3_EQA_CH1,Step2_Model1_EQA_CH4,Step3_Model1_EQA_CH4,Step4_Model1_EQB_CH1,Step5_Model2_EQC_CH2,Step6_Model3_EQA_CH1,Step7_Model1_EQA_CH2,Step8_Model2_EQA_CH1,Step9_Model3_EQC_CH2,Step10_Model1_EQC_CH1,Step11_Model1_EQC_CH2,Step12_Model1_EQA_CH2,Step13_Model3_EQB_CH4,Step14_Model3_EQA_CH1,Step15_Model2_EQC_CH3,Step16_Model2_EQA_CH4,Step17_Model1_EQA_CH3,Step18_Model1_EQB_CH2,Step19_Model1_EQC_CH2,Step20_Model2_EQB_CH3,Step21_Model3_EQA_CH4,Step22_Model3_EQC_CH2,Step23_Model3_EQC_CH2,Step24_Model2_EQC_CH3,Step25_Model3_EQB_CH2,Step26_Model1_EQC_CH3,Step27_Model1_EQC_CH1,Step28_Model1_EQC_CH1,Step29_Model3_EQB_CH2,Step30_Model3_EQB_CH1,,,,47.14,59.55,,,,,,,,,,,,,,,,45.23,,42.09,,,,,,,,59.15,,,,,,64.19,,,,40.05,,60.77,,,,,36.57,,,,,,,11,,13,,,,,,,,,,,,
